original_id	work_title	work_authors	file_format	file_size	number_of_access	original_source
A idéia do Ezequiel Maia|Machado de Assis	A idéia do Ezequiel Maia	Machado de Assis	.pdf	86,23              KB	16.774	[fs] Universidade Federal de Santa Catarina - UFSC
"A intertextualidade entre as obras de ""Romeu e Julieta"", de Shakespeare, e ""Inocência"" de Visconde de Taunay|Priscila Fernandes De Moraes Soraggi"	"A intertextualidade entre as obras de ""Romeu e Julieta"", de Shakespeare, e ""Inocência"" de Visconde de Taunay"	Priscila Fernandes De Moraes Soraggi	.pdf	194,22              KB	1.339	[ea] Edição do Autor
A intrusa|Júlia Lopes de Almeida	A intrusa	Júlia Lopes de Almeida	.pdf	327,89              KB	4.191	[ua] Universidade da Amazônia - UNAMA
A isca|Júlia Lopes de Almeida	A isca	Júlia Lopes de Almeida	.pdf	15,22              MB	2.599	[ub] Universidade de Brasília
A judia|Manuel Joaquim Pinheiro Chagas	A judia	Manuel Joaquim Pinheiro Chagas	.pdf	347,56              KB	2.041	[ub] Universidade de Brasília
A lotação do bondes|França Júnior	A lotação do bondes	França Júnior	.pdf	120,32              KB	1.936	[bi] Biblioteca Virtual de Literatura
A manhã raia|Alberto Caeiro	A manhã raia	Alberto Caeiro	.pdf	31,98              KB	1.232	[wk] Wikipédia, a enciclopédia livre
A medida das saudades|Geraldo Pereira	A medida das saudades	Geraldo Pereira	.pdf	716,30              KB	1.219	[ea] Edição do Autor
A melhor das noivas|Machado de Assis	A melhor das noivas	Machado de Assis	.pdf	108,50              KB	37.721	[fs] Universidade Federal de Santa Catarina - UFSC
A mia senhor que eu por mal de mi|Dom Dinis	A mia senhor que eu por mal de mi	Dom Dinis	.pdf	41,86              KB	765	[wk] Wikipédia, a enciclopédia livre
A morgadinha dos canaviais: crônicas da aldeia|Júlio Dinis	A morgadinha dos canaviais: crônicas da aldeia	Júlio Dinis	.pdf	2,52              MB	2.919	[me] Ministério da Educação
A mulher Pálida|Machado de Assis	A mulher Pálida	Machado de Assis	.pdf	91,96              KB	27.132	[fs] Universidade Federal de Santa Catarina - UFSC
A mulher de Anacleto|Afonso Henriques de Lima Barreto	A mulher de Anacleto	Afonso Henriques de Lima Barreto	.pdf	184,82              KB	4.529	[ua] Universidade da Amazônia - UNAMA
A mágoa do Infeliz Cosme|Machado de Assis	A mágoa do Infeliz Cosme	Machado de Assis	.pdf	91,68              KB	18.678	[fs] Universidade Federal de Santa Catarina - UFSC
A neve pôs uma toalha calada sobre tudo|Alberto Caeiro	A neve pôs uma toalha calada sobre tudo	Alberto Caeiro	.pdf	32,44              KB	1.055	[wk] Wikipédia, a enciclopédia livre
A noite desce, o calor soçobra um pouco|Alberto Caeiro	A noite desce, o calor soçobra um pouco	Alberto Caeiro	.pdf	34,85              KB	916	[wk] Wikipédia, a enciclopédia livre
A presença da morte e do luto em exílio de Lya Luft|Rafael Rodrigues Gomes	A presença da morte e do luto em exílio de Lya Luft	Rafael Rodrigues Gomes	.pdf	566,18              KB	788	[ea] Edição do Autor
A reação do bom senso|Jackson de Figueiredo	A reação do bom senso	Jackson de Figueiredo	.pdf	762,22              KB	1.144	[ub] Universidade de Brasília
A relíquia|José Maria Eça de Queirós	A relíquia	José Maria Eça de Queirós	.pdf	823,18              KB	11.493	[eb] eBooksBrasil
A senzala|Antônio Frederico de Castro Alves	A senzala	Antônio Frederico de Castro Alves	.pdf	33,72              KB	4.266	[wk] Wikipédia, a enciclopédia livre
A serpente de bronze|Humberto de Campos	A serpente de bronze	Humberto de Campos	.pdf	351,06              KB	2.985	[ua] Universidade da Amazônia - UNAMA
A serpente de bronze|Humberto de Campos	A serpente de bronze	Humberto de Campos	.pdf	151,72              KB	4.185	[bi] Biblioteca Virtual de Literatura
A tal estado m'adusse, senhor|Dom Dinis	A tal estado m'adusse, senhor	Dom Dinis	.pdf	40,89              KB	657	[wk] Wikipédia, a enciclopédia livre
A tarde|Antônio Frederico de Castro Alves	A tarde	Antônio Frederico de Castro Alves	.pdf	35,50              KB	1.657	[wk] Wikipédia, a enciclopédia livre
A teia do contar na Nhecolândia - a personagem lendária Mãozão|Áurea Rita de Ávila Lima Ferreira	A teia do contar na Nhecolândia - a personagem lendária Mãozão	Áurea Rita de Ávila Lima Ferreira	.pdf	3,49              MB	589	[gd] Universidade Federal da Grande Dourados
A tia Aninha|Artur Azevedo	A tia Aninha	Artur Azevedo	.pdf	54,24              KB	2.830	[bi] Biblioteca Virtual de Literatura
A uma atriz|Antônio Frederico de Castro Alves	A uma atriz	Antônio Frederico de Castro Alves	.pdf	35,60              KB	1.599	[wk] Wikipédia, a enciclopédia livre
A uma estrangeira|Antônio Frederico de Castro Alves	A uma estrangeira	Antônio Frederico de Castro Alves	.pdf	58,43              KB	1.245	[wk] Wikipédia, a enciclopédia livre
A uma platéia|Casimiro de Abreu	A uma platéia	Casimiro de Abreu	.pdf	32,47              KB	1.463	[wk] Wikipédia, a enciclopédia livre
A uma taça feita de um crânio humano|Antônio Frederico de Castro Alves	A uma taça feita de um crânio humano	Antônio Frederico de Castro Alves	.pdf	34,58              KB	1.426	[wk] Wikipédia, a enciclopédia livre
A valsa|Casimiro de Abreu	A valsa	Casimiro de Abreu	.pdf	36,82              KB	1.991	[wk] Wikipédia, a enciclopédia livre
A viúva Simões|Júlia Lopes de Almeida	A viúva Simões	Júlia Lopes de Almeida	.pdf	475,33              KB	4.104	[bi] Biblioteca Virtual de Literatura
A viúva Sobral|Machado de Assis	A viúva Sobral	Machado de Assis	.pdf	95,82              KB	31.754	[fs] Universidade Federal de Santa Catarina - UFSC
A volta da primavera|Antônio Frederico de Castro Alves	A volta da primavera	Antônio Frederico de Castro Alves	.pdf	36,59              KB	1.513	[wk] Wikipédia, a enciclopédia livre
A voz do rio|Casimiro de Abreu	A voz do rio	Casimiro de Abreu	.pdf	36,13              KB	1.513	[wk] Wikipédia, a enciclopédia livre
A água chia no púcaro que elevo à boca|Alberto Caeiro	A água chia no púcaro que elevo à boca	Alberto Caeiro	.pdf	31,62              KB	1.198	[wk] Wikipédia, a enciclopédia livre
A última receita|Machado de Assis	A última receita	Machado de Assis	.pdf	86,65              KB	25.466	[fs] Universidade Federal de Santa Catarina - UFSC
A***|Casimiro de Abreu	A***	Casimiro de Abreu	.pdf	34,43              KB	1.494	[wk] Wikipédia, a enciclopédia livre
Abel e Helena|Artur Azevedo	Abel e Helena	Artur Azevedo	.pdf	132,29              KB	3.424	[ua] Universidade da Amazônia - UNAMA
Abel e Helena|Artur Azevedo	Abel e Helena	Artur Azevedo	.pdf	522,15              KB	4.192	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Abençoa Senhor|Auta de Sousa	Abençoa Senhor	Auta de Sousa	.pdf	35,52              KB	954	[wk] Wikipédia, a enciclopédia livre
Abgar Renault. Antologia de sonetos|Salomão Rovedo	Abgar Renault. Antologia de sonetos	Salomão Rovedo	.pdf	526,06              KB	1.109	[ea] Edição do Autor
Abrãao e as frutas. (Coleção literatura para todos; v. 9)|Luciana V. P. de Mendonça	Abrãao e as frutas. (Coleção literatura para todos; v. 9)	Luciana V. P. de Mendonça	.pdf	16,40              MB	1.505	[me] Ministério da Educação
Aceita o universo|Alberto Caeiro	Aceita o universo	Alberto Caeiro	.pdf	29,77              KB	1.746	[wk] Wikipédia, a enciclopédia livre
Acho tão natural que não se pense|Alberto Caeiro	Acho tão natural que não se pense	Alberto Caeiro	.pdf	33,67              KB	2.255	[wk] Wikipédia, a enciclopédia livre
Acima do dó central|Abdul Cadre	Acima do dó central	Abdul Cadre	.pdf	215,62              KB	1.991	[ea] Edição do Autor
Acordar e despertar: pequenos toques para acordar ao lado da felicidade|Priscila Lima Rovedo	Acordar e despertar: pequenos toques para acordar ao lado da felicidade	Priscila Lima Rovedo	.pdf	142,27              KB	2.086	[ea] Edição do Autor
Acordo de noite subitamente|Alberto Caeiro	Acordo de noite subitamente	Alberto Caeiro	.pdf	34,76              KB	1.060	[wk] Wikipédia, a enciclopédia livre
Actores e autores|Fialho de Almeida	Actores e autores	Fialho de Almeida	.pdf	675,35              KB	1.326	[ub] Universidade de Brasília
Adeus|Antônio Frederico de Castro Alves	Adeus	Antônio Frederico de Castro Alves	.pdf	31,59              KB	1.715	[wk] Wikipédia, a enciclopédia livre
Adeus!|Auta de Sousa	Adeus!	Auta de Sousa	.pdf	31,28              KB	1.137	[wk] Wikipédia, a enciclopédia livre
Adoração dos Reis|Auta de Sousa	Adoração dos Reis	Auta de Sousa	.pdf	36,01              KB	867	[wk] Wikipédia, a enciclopédia livre
Adoração dos Reis Magos|Auta de Sousa	Adoração dos Reis Magos	Auta de Sousa	.pdf	36,78              KB	918	[wk] Wikipédia, a enciclopédia livre
Adormecida|Antônio Frederico de Castro Alves	Adormecida	Antônio Frederico de Castro Alves	.pdf	35,30              KB	1.730	[wk] Wikipédia, a enciclopédia livre
Advertência|Mário de Alencar	Advertência	Mário de Alencar	.pdf	572,73              KB	2.090	[bi] Biblioteca Virtual de Literatura
Adão e Eva|Machado de Assis	Adão e Eva	Machado de Assis	.pdf	32,97              KB	45.732	[ua] Universidade da Amazônia - UNAMA
Adão e Eva|Machado de Assis	Adão e Eva	Machado de Assis	.pdf	84,30              KB	61.102	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Agonia do Coração|Auta de Sousa	Agonia do Coração	Auta de Sousa	.pdf	33,48              KB	1.232	[wk] Wikipédia, a enciclopédia livre
Agora que sinto amor|Alberto Caeiro	Agora que sinto amor	Alberto Caeiro	.pdf	33,86              KB	3.172	[wk] Wikipédia, a enciclopédia livre
Ah! Querem uma luz melhor|Alberto Caeiro	Ah! Querem uma luz melhor	Alberto Caeiro	.pdf	31,90              KB	909	[wk] Wikipédia, a enciclopédia livre
Ahasverus e o gênio|Antônio Frederico de Castro Alves	Ahasverus e o gênio	Antônio Frederico de Castro Alves	.pdf	37,51              KB	1.280	[wk] Wikipédia, a enciclopédia livre
Ai flores, ai flores do verde pino|Dom Dinis	Ai flores, ai flores do verde pino	Dom Dinis	.pdf	42,24              KB	993	[wk] Wikipédia, a enciclopédia livre
Ai senhor fremosa, por Deus|Dom Dinis	Ai senhor fremosa, por Deus	Dom Dinis	.pdf	40,44              KB	651	[wk] Wikipédia, a enciclopédia livre
Ai, fals'amigu'e sen lealdade|Dom Dinis	Ai, fals'amigu'e sen lealdade	Dom Dinis	.pdf	40,74              KB	568	[wk] Wikipédia, a enciclopédia livre
Ai, fremosinha, se ben ajades|Bernardo de Bonaval	Ai, fremosinha, se ben ajades	Bernardo de Bonaval	.pdf	30,02              KB	520	[wk] Wikipédia, a enciclopédia livre
Ai, senhor fremosa, por Deus|Dom Dinis	Ai, senhor fremosa, por Deus	Dom Dinis	.pdf	40,68              KB	609	[wk] Wikipédia, a enciclopédia livre
Alfarrábios: o Ermitão da Glória|José de Alencar	Alfarrábios: o Ermitão da Glória	José de Alencar	.pdf	466,45              KB	2.962	[ub] Universidade de Brasília
Alfarrábios: o Garatuja|José de Alencar	Alfarrábios: o Garatuja	José de Alencar	.pdf	827,21              KB	2.610	[ub] Universidade de Brasília
Alguém na Estrada|Auta de Sousa	Alguém na Estrada	Auta de Sousa	.pdf	35,26              KB	788	[wk] Wikipédia, a enciclopédia livre
Alma Cabocla|Paulo Setúbal	Alma Cabocla	Paulo Setúbal	.pdf	103,04              KB	1.803	[ua] Universidade da Amazônia - UNAMA
Alma Cabocla|Paulo Setúbal	Alma Cabocla	Paulo Setúbal	.pdf	174,57              KB	4.628	[bi] Biblioteca Virtual de Literatura
Alma inquieta|Olavo Bilac	Alma inquieta	Olavo Bilac	.pdf	179,75              KB	49.387	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Alma inquieta|Olavo Bilac	Alma inquieta	Olavo Bilac	.pdf	666,60              KB	5.267	[ua] Universidade da Amazônia - UNAMA
Almas Agradecidas|Machado de Assis	Almas Agradecidas	Machado de Assis	.pdf	126,18              KB	31.284	[fs] Universidade Federal de Santa Catarina - UFSC
Almejos da angelitude - pensamentos|Valdecir de Oliveira Anselmo	Almejos da angelitude - pensamentos	Valdecir de Oliveira Anselmo	.pdf	138,80              KB	1.417	[ea] Edição do Autor
Alves & Cia.|José Maria Eça de Queirós	Alves & Cia.	José Maria Eça de Queirós	.pdf	300,84              KB	4.315	[ua] Universidade da Amazônia - UNAMA
Alves & Cia.|José Maria Eça de Queirós	Alves & Cia.	José Maria Eça de Queirós	.pdf	586,70              KB	3.657	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Amad'e meu amigo|Dom Dinis	Amad'e meu amigo	Dom Dinis	.pdf	39,66              KB	626	[wk] Wikipédia, a enciclopédia livre
Amante|Antônio Frederico de Castro Alves	Amante	Antônio Frederico de Castro Alves	.pdf	32,84              KB	2.195	[wk] Wikipédia, a enciclopédia livre
Amaricanto|Salomão Rovedo	Amaricanto	Salomão Rovedo	.pdf	213,57              KB	1.600	[ea] Edição do Autor
Amelia Smith|Visconde de Taunay	Amelia Smith	Visconde de Taunay	.pdf	8,56              MB	2.022	[ub] Universidade de Brasília
Americanas|Machado de Assis	Americanas	Machado de Assis	.pdf	354,79              KB	77.777	[bn] Fundação Biblioteca Nacional
Amiga, bom grad'haja Deus|Dom Dinis	Amiga, bom grad'haja Deus	Dom Dinis	.pdf	41,26              KB	522	[wk] Wikipédia, a enciclopédia livre
Amiga, faço-me maravilhada|Dom Dinis	Amiga, faço-me maravilhada	Dom Dinis	.pdf	43,29              KB	560	[wk] Wikipédia, a enciclopédia livre
Amiga, muit'ha gran sazón|Dom Dinis	Amiga, muit'ha gran sazón	Dom Dinis	.pdf	40,90              KB	576	[wk] Wikipédia, a enciclopédia livre
Amiga, quem vos (ama)|Dom Dinis	Amiga, quem vos (ama)	Dom Dinis	.pdf	41,84              KB	670	[wk] Wikipédia, a enciclopédia livre
Amiga, sei eu bem d'unha molher|Dom Dinis	Amiga, sei eu bem d'unha molher	Dom Dinis	.pdf	41,59              KB	505	[wk] Wikipédia, a enciclopédia livre
Amigo fals'e desleal|Dom Dinis	Amigo fals'e desleal	Dom Dinis	.pdf	41,17              KB	555	[wk] Wikipédia, a enciclopédia livre
Amigo, pois vos non vi|Dom Dinis	Amigo, pois vos non vi	Dom Dinis	.pdf	39,39              KB	540	[wk] Wikipédia, a enciclopédia livre
Amigo, queredes-vos ir?|Dom Dinis	Amigo, queredes-vos ir?	Dom Dinis	.pdf	43,15              KB	585	[wk] Wikipédia, a enciclopédia livre
Amimone|José Cândido de Lacerda Coutinho	Amimone	José Cândido de Lacerda Coutinho	.pdf	0,00              KB	1.495	[bn] Fundação Biblioteca Nacional
Amor com amor se paga|França Júnior	Amor com amor se paga	França Júnior	.pdf	261,84              KB	28.836	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Amor com amor se paga|França Júnior	Amor com amor se paga	França Júnior	.pdf	111,02              KB	23.808	[bi] Biblioteca Virtual de Literatura
Amor com amor se paga|França Júnior	Amor com amor se paga	França Júnior	.pdf	50,20              KB	4.032	[ua] Universidade da Amazônia - UNAMA
Amor de Perdição|Camilo Castelo Branco	Amor de Perdição	Camilo Castelo Branco	.pdf	265,67              KB	58.999	[ua] Universidade da Amazônia - UNAMA
Amor de Perdição|Camilo Castelo Branco	Amor de Perdição	Camilo Castelo Branco	.pdf	552,08              KB	45.181	[bi] Biblioteca Virtual de Literatura
Amor de Salvação|Camilo Castelo Branco	Amor de Salvação	Camilo Castelo Branco	.pdf	366,45              KB	5.046	[vo] Colaboração Voluntária
Amor e Pátria|Joaquim Manuel de Macedo	Amor e Pátria	Joaquim Manuel de Macedo	.pdf	65,60              KB	2.485	[ua] Universidade da Amazônia - UNAMA
Amor e Pátria|Joaquim Manuel de Macedo	Amor e Pátria	Joaquim Manuel de Macedo	.pdf	160,66              KB	3.362	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Amor por Anexins|Artur Azevedo	Amor por Anexins	Artur Azevedo	.pdf	106,08              KB	3.152	[bn] Fundação Biblioteca Nacional
Amor por Anexins|Artur Azevedo	Amor por Anexins	Artur Azevedo	.pdf	45,33              KB	2.807	[ua] Universidade da Amazônia - UNAMA
Amor por Anexins|Artur Azevedo	Amor por Anexins	Artur Azevedo	.pdf	235,15              KB	4.342	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Amor é um arder, que se não sente|Abade de Jazente	Amor é um arder, que se não sente	Abade de Jazente	.pdf	31,67              KB	3.139	[wk] Wikipédia, a enciclopédia livre
Amor, em que grave dia vos vi|Dom Dinis	Amor, em que grave dia vos vi	Dom Dinis	.pdf	42,31              KB	610	[wk] Wikipédia, a enciclopédia livre
Andar a Pé|David Henry Thoreau	Andar a Pé	David Henry Thoreau	.pdf	264,76              KB	6.439	[eb] eBooksBrasil
Anedota Pecuniária|Machado de Assis	Anedota Pecuniária	Machado de Assis	.pdf	78,59              KB	32.975	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Anedota do Cabriolet|Machado de Assis	Anedota do Cabriolet	Machado de Assis	.pdf	50,34              KB	30.481	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Angelica e Firmino|Manuel José Araújo Porto-Alegre	Angelica e Firmino	Manuel José Araújo Porto-Alegre	.pdf	375,57              KB	1.711	[bn] Fundação Biblioteca Nacional
Angelina|Auta de Sousa	Angelina	Auta de Sousa	.pdf	36,36              KB	731	[wk] Wikipédia, a enciclopédia livre
Angelitude|Valdecir de Oliveira Anselmo	Angelitude	Valdecir de Oliveira Anselmo	.pdf	145,93              KB	1.469	[ea] Edição do Autor
Anjo|Antônio Frederico de Castro Alves	Anjo	Antônio Frederico de Castro Alves	.pdf	29,79              KB	1.931	[wk] Wikipédia, a enciclopédia livre
Anjo!|Casimiro de Abreu	Anjo!	Casimiro de Abreu	.pdf	31,14              KB	2.623	[wk] Wikipédia, a enciclopédia livre
Ano Bom|Auta de Sousa	Ano Bom	Auta de Sousa	.pdf	33,07              KB	1.249	[wk] Wikipédia, a enciclopédia livre
Antes da Missa|Machado de Assis	Antes da Missa	Machado de Assis	.pdf	74,71              KB	25.715	[fs] Universidade Federal de Santa Catarina - UFSC
Antes da Rocha Tapéia|Machado de Assis	Antes da Rocha Tapéia	Machado de Assis	.pdf	75,87              KB	14.466	[fs] Universidade Federal de Santa Catarina - UFSC
Antes o vôo da ave, que passa e não deixa rasto|Alberto Caeiro	Antes o vôo da ave, que passa e não deixa rasto	Alberto Caeiro	.pdf	34,83              KB	889	[wk] Wikipédia, a enciclopédia livre
