original_id	goodreads_id
Obras poéticas de Ramos Coelho|Ramos Coelho	39515839
Obras políticas e pastoris|Francisco Rodrigues Lobo	41778071
Obras póstumas de A. Gonçalves Dias|Gonçalves Dias;Henriques Leal	32521630
Obras seletas|Rui Barbosa	37880267
Odes modernas|Antero de Quental	11709532
Odes pindáricas|António Dinis da Cruz e Silva	41526345
Oito anos de parlamento|Conde Afonso Celso	17974373
Oliveira Martins|Antero de Quental	23234796
Oliveira Martins|G. Moniz Barreto	25244851
On the amelioration of slavery|Henry Koster	26646862
Onde está a felicidade?|Camilo Castelo Branco	7303352
Onomástico medieval português|A. A. Cortesão	32637244
Opúsculo acerca do Palmeirim de Inglaterra e do seu autor|Odorico Mendes	37605689
Oração ao pão|Guerra Junqueiro	1962939
Oração aos moços|Rui Barbosa	6412272
Orfeu da Conceição|Vinicius de Morais	16091379
Origen de los indios del Nuevo Mundo e Indias Occidentales|Frei Gregorio García	9571900
Origens do Cristianismo na Índia|João Batista Amâncio Gracias	37605480
Origens poéticas do Cristianismo|Teófilo Braga	40616263
Os africanos no Brasil|Nina Rodrigues	7662544
Os amores de Camilo|Alberto Pimentel	50940421
Os Andradas|Alberto Souza	43926306
Os argonautas|Virgílio Várzea	30833646
Os bastiões da nacionalidade|Elysio de Carvalho	39530662
Os bravos do Mindelo|Faustino da Fonseca	25334834
Os burros, ou O reinado da sandice|José Agostinho de Macedo	11366364
Os cem sonetos|Antônio Vicente da Fontoura Xavier;Alberto de Oliveira;Humberto de Campos;Emílio de Menezes;Luís Guimarães Júnior;Tomás Ribeiro;Machado de Assis;Olavo Bilac;José Bonifácio;Ciro Costa;Gonçalves Crespo;Vicente de Carvalho;António Dinis da Cruz e Silva;Dom Pedro II;Camilo Castelo Branco;Camões;Bocage;Guerra Junqueiro;António Nobre;João de Deus;Antero de Quental;Augusto Gil;Virgínia Vitorino;Júlio Dantas;João Gonçalves Zarco da Câmara;António Feijó;Eugénio de Castro;Camilo Pessanha;Francisco Rodrigues Lobo;André Rodrigues de Matos;Gomes Leal;Fernando Caldeira;Diogo Bernardes;M. Duarte de Almeida;Fernando Leal;Narciso de Lacerda;José Duro;Teixeira de Pascoaes;Raimundo Corrêa de Araújo;Caetano da Costa Alegre;Maria da Cunha;Guedes Teixeira;Mayer Garção;Fernandes Costa;Nunes Claro;João Clímaco;João Saraiva;João Lúcio;Hamílton de Araújo	42053832
Os confidentes|Alberto Braga	41899714
Os críticos do Cancioneiro alegre|Camilo Castelo Branco	36863857
Os doze de Inglaterra|Teófilo Braga	37453654
Os enjeitados da fortuna expostos na roda do tempo|José Daniel Rodrigues da Costa	50588890
Os filhos da Candinha|Mário de Andrade	6326814
Os filhos de D. João I|Oliveira Martins	12155618
Os frades julgados no tribunal da razão|Frei João Batista	36865732
Os galos de Apolo|Júlio Dantas	42217726
Os gatos|Fialho de Almeida	11338070
Os guerrilheiros da morte|Pinheiro Chagas	11428465
Os herdeiros de Caramuru|Dr. Jaguaribe	37606439
Os jagunços|Afonso Arinos de Melo Franco	48502355
Os judeus portugueses em Amsterdã|Mendes dos Remédios	25631890
Os lusíadas|Camões	909739
Os lusitanos|Manuel Leite Machado	42149918
Os martírios de Genoveva|Leandro Gomes de Barros	54095030
Os meirinhos|Luís Carlos Martins Pena	53295711
Os melhores sonetos da língua portuguesa|Fidelino de Figueiredo;Gonçalves Crespo;Camilo Castelo Branco;Camões;Nicolau Tolentino de Almeida;Bocage;Sá de Miranda;João de Deus;Antero de Quental	11718388
Os ossos do mundo|Flávio de Carvalho	48734907
Os ratos da Inquisição|Camilo Castelo Branco;António Serrão de Castro	36431389
Os sebastianistas|José Agostinho de Macedo	37604780
Os sofrimentos de Alzira|Leandro Gomes de Barros;João Martins de Athayde	53935204
Os sonetos completos de Antero de Quental|Antero de Quental;Oliveira Martins	19163760
Os Timbiras: os paradoxos antiépicos da Ilíada brasileira|Weberson Fernandes Grizoste	27483093
Os toiros|António Joaquim de Carvalho	38016722
Outros tempos, ou Velharias de Coimbra|A. de Oliveira Cardoso Fonseca; A. de O. Cardoso Fonseca	37604256
Padre Belchior de Pontes|Júlio Ribeiro	33950292
Padre Manoel Bernardes|Castilho;Manuel Bernardes	41527394
Páginas de ouro da poesia brasileira|Casimiro de Abreu;Luiz Delfino;Gonçalves Dias;Teófilo Dias;José de Santa Rita Durão;Alberto de Oliveira;Valentim Magalhães;Adelino Fontoura;Ezequiel Freire;Junqueira Freire;Francisco Otaviano de Almeida Rosa;Teixeira de Mello;Guimarães Passos;Lúcio de Mendonça;Alvarenga Peixoto;Fagundes Varela;Basílio da Gama;Maciel Monteiro;Manuel Inácio da Silva Alvarenga;Araújo Porto-Alegre;Tomás Antônio Gonzaga;Laurindo Rabelo;Pedro Rabelo;Castro Alves;Bernardo Guimarães;Luís Guimarães Júnior;José Maria do Amaral, 2º;Tenreiro Aranha;Machado de Assis;Álvares de Azevedo;Artur Azevedo, Artur de Azevedo;Carvalho Júnior;Pedro Luiz;Tobias Barreto;Domingos Borges de Barros;Aureliano Lessa;João Júlio dos Santos;Bruno Seabra;José de Morais e Silva;José Bonifácio, o Moço;José Bonifácio;Cláudio Manuel da Costa;Manuel Ramos da Costa;Azevedo Cruz;Félix da Cunha;Marquês de Sapucaí;J. N. Kubitschek;Luiz de Sousa Monteiro de Barros, Barão de Monteiro de Barros	11742473
Paisagens da China e do Japão|Wenceslau de Moraes	22369870
Paladinos da linguagem|Agostinho de Campos	37997107
Palavra de Deus empenhada e desempenhada|Padre Antônio Vieira	39431637
Palavras loucas|Alberto d'Oliveira	18077639
Palito métrico|Padre João da Silva Rebelo	43656070
Pan-americanismo|Oliveira Lima	41620272
Panegírico de Luiz de Camões|Latino Coelho	21394152
Panegíricos do grande João de Barros|João de Barros	32133372
Pão nosso: alegre vinho, azeite da candeia|António Correia de Oliveira	43015529
Para onde vais, Maria?|Manuel de Sousa Pinto	12793623
Para uma edição crítica da obra do árcade brasileiro Silva Alvarenga|Francisco Topa	15643909
Para uma reedição completa da obra de dois poetas setecentistas esquecidos: Paulino António Cabral e Teodoro de Sá Coutinho|Francisco Topa	5385948
Paráfrase a vários salmos|Leonor de Almeida Portugal, Marquesa de Alorna	39772123
Parnaso português moderno|Casimiro de Abreu;Gonçalves Dias;Gonçalves de Magalhães, Visconde de Araguaia;Filgueiras Sobrinho;Junqueira Freire;Otaviano Hudson;Lúcio de Mendonça;Fagundes Varela;A. de Souza Pinto;Castro Alves;Bernardo Guimarães;Narcisa Amália;Dias Carneiro;Tomás Ribeiro;Machado de Assis;Álvares de Azevedo;Rosalía de Castro;Antônio Joaquim Franco de Sá;Bittencourt Sampaio;Francisco Quirino dos Santos;Bruno Seabra;Joaquim Serra;Gonçalves Crespo;autor anônimo ou sem autoria;Vicente de Faria;Alexandre Herculano;Almeida Garrett;Castilho;Guerra Junqueiro;Teófilo Braga;Guilherme Braga;Bulhão Pato;João de Deus;Antero de Quental;Fernando Vieira de Sousa;Fábio Gomes Faria de Matos;Soares de Passos;João Penha;Júlio Dinis;A. X. Rodrigues Cordeiro;Mendes Leal;L. A. Palmeirim;Coelho Lousada;Alexandre da Conceição;Gomes Leal;Guilherme de Azevedo;Cláudio José Nunes;Sousa Viterbo;José Simões Dias;Cândido de Figueiredo;A. L. dos Santos Valente;Alberto Telles;Francisco Lopes de Azevedo Velho da Fonseca de Barbosa Pinheiro Pereira e Sá;João de Lemos;Dom João de Azevedo;Augusto Lima; A. Lima;S.;Alexandre Braga;J. S. da Silva Ferraz;Augusto Luso;Ernesto Marecos;Bettencourt Rodrigues;Luiz de Campos;Alberto Camino;Valentín Carvajal;Ruiz Aguilera	37989559
Parnaso sergipano|Filinto Elísio do Nascimento;Leopoldo Amaral;João Ribeiro;Augusto Álvaro de Carvalho Aranha;Sílvio Romero;Joaquim Machado de Araújo Filho;Joaquim do Prado Sampaio;João Pereira Barreto;Tobias Barreto;Bittencourt Sampaio;Eutichio Soledade;Constantino José Gomes de Souza;José Maria Gomes de Sousa;Costa e Silva;Manuel dos Passos de Oliveira Teles;Francisco Antônio de Carvalho Lima Júnior;Sinfrônio Cardoso;Justiniano de Mello e Silva;Pedro de Calasans;Pedro Moreira;Esteves da Silveira;Joaquim de Calasans;Elisiário Lapa Pinto;José Jorge de Siqueira Filho;Eustáquio Pinto da Costa;Severiano Cardoso;Geminiano Paes de Azevedo;Jason Valladão;Joaquim Fontes;Deodato da Silva Maia	33606314
Pascoaes|Teixeira de Pascoaes;Fernando Maristany	27242638
Pasquinadas|Fialho de Almeida	27275327
Passe recibo|Sílvio Romero	41863856
Pastoral aos crentes do amor e da morte|Alphonsus de Guimaraens	23699311
Pátria minha|Vinicius de Morais	20884465
Pauliceia desvairada|Mário de Andrade	15841674
Pedaços da fome|Carolina de Jesus	30286162
Pedreida|José Martins Rua	41937679
Pedro, o cru|António Patrício	20321368
Pelo sertão|Afonso Arinos de Melo Franco	23687971
Pequena Bibliografia Crítica da Literatura Brasileira|Otto Maria Carpeaux	18478924
Peregrinação de Fernão Mendes Pinto|Fernão Mendes Pinto	35422892
Perfeito soldado e política militar|João de Medeiros Corrêa	42010303
Perfil do Marquês de Pombal|Camilo Castelo Branco	26112037
Pero da Covilhã|Zeferino Brandão;Fernandes Costa	41281169
Pinheiro Chagas|Sílvio Romero	41987721
Poemas e canções|Vicente de Carvalho	27703103
Poemas herói-cômicos portugueses|Alberto Pimentel	39569699
Poemas lusitanos|António Ferreira	24449189
Poemas oferecidos aos amantes do Brasil|Natividade Saldanha	40441423
Poemas, sonetos e baladas|Vinicius de Morais	6710019
Poesia completa|Florbela Espanca;Rui Guedes	14619310
Poesia do Direito|Teófilo Braga	37405753
Poesia erótica e satírica|Bernardo Guimarães	17887121
Poesia ou dinheiro?|Camilo Castelo Branco	40324514
Poesias avulsas de Américo Elísio|José Bonifácio	56267984
Poesias de A. Gonçalves Dias|Gonçalves Dias;Fernandes Pinheiro;Joaquim Norberto	41527778
Poesias de António Dinis da Cruz e Silva|António Dinis da Cruz e Silva	43885735
Poesias de Elpino Duriense|António Ribeiro dos Santos	39766237
Poesias de Ernesto Cibrão|Ernesto Cibrão	45216779
Poesias de João Evangelista de Moraes Sarmento|João Evangelista de Moraes Sarmento	39590750
Poesias de Mário de Sá-Carneiro|Mário de Sá-Carneiro	34879695
Poesias de Múcio Teixeira|Múcio Teixeira	39581594
Poesias de Pedro de Andrade Caminha|Pedro de Andrade Caminha	29015137
Poesias dispersas|Guerra Junqueiro	13581040
Poesias escolhidas|Eugénio de Castro	32315275
Poesias inéditas de D. Tomás de Noronha|Tomás de Noronha;Mendes dos Remédios	32651052
Poesias Infantis|Olavo Bilac	29473294
Poesias por A. Herculano|Alexandre Herculano	32009035
Poetas do Minho|Alberto Pimentel	32875744
Poetas e prosadores|Júlio Brandão	39503893
Poetisas portuguesas|Maria Amália Vaz de Carvalho;Guiomar Torrezão;Albertina Paraíso;Virgínia Vitorino;Domitila de Carvalho;Júlia de Gusmão;Nuno Catarino Cardoso;Leonor de Almeida Portugal, Marquesa de Alorna;Alice Moderno;Mariana Angélica de Andrade;Branca de Gonta;Maria Anna Achioli;Maria Cecília Aillaud;Ana de Albuquerque;Mafalda Mousinho de Albuquerque;Mécia Mousinho de Albuquerque;Mariana Belmira de Andrade;Condessa de Almeida Araújo;Maria Cristina de Arriaga;Maria Ribeiro Arthur;Maria Helena Jervis de Atouguia e Almeida;Zulmira Falcarreira;Catarina Micaela de Sousa César de Lencastre;Hortência Paulina de Lima Barbosa;Maria Jacinta Teixeira Bastos;Elisa Toscano Batalha;Conceição Vitória Marques;Ester Amália da Cunha Belém;Maria Rita Chiappe Cadet;Luthgarda Guimarães de Caires;Maria José da Silva Canuto;Lucinda do Carmo;Augusta Fernandes Pessoa de Carvalho;Maria de Carvalho;Joana de Castelbranco; Joana de Castelo Branco;Carolina da V. Castelo Branco;Catarina Máxima de Figueiredo Abreu Castelo Branco;Flora 	39768253
Políticos do Norte|Carlos D. Fernandes	41775212
Populações meridionais do Brasil|Oliveira Viana	30128536
Porfia no serão|Alberto Pimentel	38032475
Portugal contemporâneo|Oliveira Martins	10236735
Portugal de cabeleira|Alberto Pimentel	41985870
Portugal e as portuguesas em Tirso de Molina|Manuel de Sousa Pinto	42215976
Portugal na balança da Europa|Almeida Garrett	22601800
Portugal nos mares|Oliveira Martins	21918752
Portugal perante a revolução de Espanha|Antero de Quental	12579258
Pranto de Maria Parda|Gil Vicente	43262134
Prelúdios|Reis Carvalho	25985245
Primavera de Deus|Augusto Casimiro	39522681
Primaveras românticas|Antero de Quental	11709540
Primeiras trovas burlescas de Getulino|Luís Gama	27703242
Primeiros versos|Júlio de Castilho	34642090
Prosas dispersas|Guerra Junqueiro	10273954
Próspero Fortuna|Abel Botelho	41639069
Provérbios|Carolina de Jesus	30286142
Psicologia urbana|João do Rio	41473579
Pvrchas his Pilgrimage. |Samuel Purchas	14231688
Quadras glosadas|Antônio Bersane Leite	40323034
Quadros alentejanos|Brito Camacho	30039972
Quadros de história portuguesa|Silveira da Motta	37392723
Quatro horas inocentes|Camilo Castelo Branco	41259152
Que jovem Telêmaco!|Alberto Pimentel	41155151
Queda que as mulheres têm para os tolos|Machado de Assis	9505464
Quem conta um conto...|Machado de Assis	19306954
Quem tem farelos?|Gil Vicente	15849766
Quitúbia|Basílio da Gama	26019103
Rafael Bordalo Pinheiro|Rafael Augusto Bordalo Pinheiro;Manuel de Sousa Pinto;Manuel Gustavo Bordalo Pinheiro	5291513
Rainha Santa Isabel|Manuel Leite Machado	41891228
Rainha sem reino|Alberto Pimentel	36359987
Raios de extinta luz|Antero de Quental	17230191
Ramalho Ortigão|Hemetério Arantes	33405437
Rambles in Brazil|A. R. Middleton Payne	26419929
Rapsódia camiliana|Camilo Castelo Branco;Sampaio Bruno;António Joaquim	42003291
Realismo e violência na literatura contemporânea|Fábio Marques Mendes	36487283
Recordações do escrivão Isaías Caminha|Lima Barreto	55508161
Recordações e viagens|Antero de Figueiredo	14878737
Recuerdos de la Guerra del Paraguay|José Ignacio Garmendia	41487070
Reflexões sobre a vaidade dos homens|Matias Aires	17877091
Rei negro|Coelho Neto	37677458
Reinações de Narizinho|Monteiro Lobato	6050182
Reinado trágico|João Grave	19383970
Reino da estupidez|Francisco de Melo Franco	26010314
Reise nach Brasilien durch die Provinzen von Rio de Janeiro und Minas geraes|Hermann Burmeister	17109651
Relações naturais|Qorpo-Santo; Qorpo Santo	12285186
Relation de l'inquisition de Goa|Charles Dellon	44117790
Relation des missions du Paraguay|Lodovico Antonio Muratori	50574794
Relíquias de casa velha|Machado de Assis	13655556
Revista de Portugal|Eça de Queirós	1822118
Rimas de João Xavier de Matos|João Xavier de Matos	45329953
Romanceiro|autor anônimo ou sem autoria;Almeida Garrett	7297028
Romanceiro geral|Teófilo Braga	32557298
Romances marítimos|Francisco Maria Bordalo	41778933
Rondônia|Edgar Roquette-Pinto	37602924
Rosas desta manhã|João de Barros;Acácio Paiva;Augusto Gil;Júlio Dantas;Guedes Teixeira;Paulo Freire;Campos Lima;Santos Tavares;Guedes de Oliveira;Ladislau Patrício;Lourenço Caiola;Mayer Garção;Norberto de Araújo;Nuno de Montemor;Rocha Martins;Afonso Gouveia;Amândio Paul	32830185
Roteiro de Lisboa a Goa|João de Castro;João de Andrade Corvo	41527121
Rui Barbosa perante a história|Antônio Muniz Sodré de Aragão	37447934
Rui de Leão|Machado de Assis	40771062
Ruínas da glória|Fagundes Varela	57959352
Sá de Miranda|Camilo Castelo Branco;Antero de Quental;Joaquim de Araújo	32337181
Sá de Miranda e a sua obra|Décio Carneiro	28966429
Sagramor|Eugénio de Castro	37874224
Saibam quantos...|Fialho de Almeida	16102715
Saldunes|Coelho Neto	32085437
Salomé e outros poemas|Eugénio de Castro	40960635
Sátiras e galhofas|Joaquim P. de Sousa Macário	41421494
Saudades do céu|Eugénio de Castro	42326120
Seara em flor|Alberto Pimentel	41523404
Selecta genera et species piscium quos in itinere per brasiliam annis MDCCCXVII - MDCCCXX|Louis Agassiz;Johann Baptist von Spix	32118831
Seleta brasiliense|José Marcelino Pereira de Vasconcelos	42150675
Sem olhos|Machado de Assis	37987379
Sentimentalismo e história / História e sentimentalismo|Camilo Castelo Branco	32408550
Senzala e macumba|Jacy Rego Barros	34406656
Sepultando os meus mortos|Humberto de Campos	39911348
Será o Benedito!|Mário de Andrade	28551359
Serão inquieto|António Patrício	15849738
Sermão do primeiro domingo do Advento|José Agostinho de Macedo	37451223
Serões de São Miguel de Seide|Camilo Castelo Branco	30820083
Serões no campo|Maria Amália Vaz de Carvalho	17314842
Silva Alvarenga|Francisco Topa	15643907
Silva Porto e Livingstone|António da Silva Porto	37289608
Sinopses de eloquência e poética nacional|Manuel da Costa Honorato	32110409
Sistema dos mitos religiosos|Oliveira Martins	54403698
Soares dos Reis e Teixeira Lopes|António Arroio	40475454
Sob os ciprestes|Bulhão Pato	40328489
Sol de inverno|António Feijó;Luís de Magalhães;Alberto d'Oliveira	6613512
Solaus|Carlos D. Fernandes	44854246
Soldados da revolução|Antero de Quental	23252547
Solemnia verba|Camilo Castelo Branco	41990273
Soluções positivas da política portuguesa|Teófilo Braga	25280216
Sombra de fumo|Augusto Gil	40391594
Sonetistas portugueses e luso-brasileiros|Nuno Catarino Cardoso	40472575
Sonetos|Antero de Quental	334258
Sonetos completos|Florbela Espanca	21896506
Sonetos de Antero|Antero de Quental	19433278
Sonetos de Bocage|Bocage	28006561
Sonetos e poemas|Alberto de Oliveira	42011990
Sonetos e rimas|Luís Guimarães Júnior	39177079
Sonhos d'ouro|José de Alencar	18753393
Sons que passam|Tomás Ribeiro	42004178
Souvenirs d'un amiral|Jurien de la Gravière	42149605
Studien zur romanischen Wortschöpfung|Carolina Michaëlis de Vasconcelos	31641983
Studies in Portuguese literature|Aubrey F. G. Bell	3028495
Subsídios literários|Guilherme Bellegarde	42217166
Sur la destruction des jésuites en France|D’Alembert	37194729
Teatro de França Júnior|França Júnior	25520912
Teatro de Machado de Assis|Machado de Assis	18168271
Teixeira de Freitas|Sá Viana	39408154
Templo de Apolo|Gil Vicente	12060258
Terra proibida|Teixeira de Pascoaes	13632133
Tesoro de la lengua guarany|Antonio Ruiz de Montoya	37870951
Tesouro poético da infância|Antero de Quental	35396420
The Amazon and Madeira rivers|Franz Keller	29261838
"The Atlantic, a preliminary account of the general results of the exploring voyage of H.M.S. ""Challenger"", during the year 1873 and the early part of the year 1876|C. Wyville Thomson"	24911613
The captivity of Hans Stade of Hesse in A.D. 1547-1555, among the wild tribes of eastern Brazil|Hans Staden;Albert Tootal	8760217
The discoveries of the world from their first original unto the year of our Lord 1555|António Galvão;Richard Hakluyt	14253219
The discovery of the large, rich and beautiful Empire of Guiana|Walter Raleigh	25460029
The evolution Of Brazil compared With that of Spanish and Anglo-saxon America|Oliveira Lima	4421301
The Guarany|José de Alencar	38319273
The Highlands of the Brazil|Richard Francis Burton	45875563
The history of Brazil, from the period of the arrival of the Braganza family in 1808, to the abdication of Don Pedro the First in 1831. Compiled from state documents and other original sources.|John Armitage	44763268
The lower Amazon: a narrative of explorations in the little known regions of the State of Pará, on the lower Amazon|Algot Lange	27360094
The naturalist on the River Amazon|Henry Walter Bates	1300003
The romance of Isabel Lady Burton|Isabel Burton	28309230
The voyage of the governor Phillip to Botany Bay|Arthur Phillip	21354593
The war in Paraguay|George Thompson	11154702
Through the wildernesses of Brazil by horse, canoe and float|William Azel Cook	28623829
Trabalhadores asiáticos|Salvador de Mendonça	43588738
Tradições Populares|Amadeu Amaral	23292727
Tragédia infantil|Guerra Junqueiro	12382544
Tratado de metrificação portuguesa|Castilho	36908598
Tratado de versificação|Guimarães Passos;Olavo Bilac	36601352
Tratado dos descobrimentos antigos e modernos|António Galvão	37605436
Tratados da terra e gente do Brasil|Fernão Cardim	33405890
Travels in Brazil|Henry Koster	23525573
Travels in Brazil in the years 1815, 1816, 1817|Príncipe Maximilian de Wied-Neuwied	32157784
Travels in South America, during the years 1819-20-21|Alexander Caldcleugh	13833764
Travels in the interior of Brazil|John Mawe	7959867
Três panfletários do Segundo Reinado|R. Magalhães Júnior	45550956
Tributo à memória de Sua Majestade Fidelíssima o Senhor Dom Pedro Quinto, o muito amado|Castilho;José Feliciano de Castilho	41776956
Tripa por uma vez|José Agostinho de Macedo	37602451
Tristão, o enamorado|autor anônimo ou sem autoria;Teófilo Braga	41173457
Triste fim de Policarpo Quaresma|Lima Barreto	31940895
Trocando olhares|Maria Lúcia Dal Farra;Florbela Espanca	7543154
Tropos e fantasias|Virgílio Várzea;Cruz e Sousa	7918450
Trovas e cantares|Varnhagen;Pedro Afonso, Conde de Barcelos	38012176
Trovas inédìtas de Bandarra|Gonçalo Annes	29700073
Trovas populares brasileiras|Afrânio Peixoto	41980946
Turbilhão|Coelho Neto	15831040
Ulisseia ou Lisboa edificada|Gabriel Pereira de Castro	33544209
Últimas conferências e discursos|Olavo Bilac	20866542
Últimas farpas|Ramalho Ortigão	18425651
Últimas rimas|Emílio de Menezes	25009250
Últimas rimas|João Penha	32866974
Ultimatum de Álvaro de Campos, sensacionista|Fernando Pessoa	35673990
Ultimatum futurista às gerações portuguesas do século XX|Almada Negreiros	16041601
Últimos cantos|Gonçalves Dias	35993583
Um ano na corte|João de Andrade Corvo	33840549
Um casamento no arrabalde|Franklin Távora	53232877
Um clube da má-língua|Manuel de Macedo	46130224
Um contemporâneo do Infante D. Henrique|Alberto Pimentel	38199114
Um conto ao serão|João de Andrade Corvo	34494589
Um conto português (episódio da Guerra Civil)|Miguel Mascarenhas	37405600
Um estadista do Império: Nabuco de Araújo|Joaquim Nabuco	38197156
Um feixe de penas|Luís Guimarães Júnior;Gomes de Amorim;Tomás Ribeiro;Maria Amália Vaz de Carvalho;Gonçalves Crespo;Eça de Queirós;Camilo Castelo Branco;Guerra Junqueiro;Teófilo Braga;Bulhão Pato;João de Deus;Macedo Papança, Conde de Monsaraz;Antero de Quental;Alberto Braga;Fernando Caldeira;Sousa Viterbo;José Simões Dias;Conde de Sabugosa;Ramalho Ortigão;Oliveira Martins;Souza Martins;M. Duarte de Almeida;Joaquim de Araújo;Conde de Ficalho;Teixeira de Queiroz;Henrique de Barros Gomes;Júlio César Machado;Cristóvão Aires;José de Sousa Monteiro;Amelia Janny;António Serpa;Conde de Arnoso;Ricardo Guimarães; Visconde de Benalcanfor;Lobo d'Ávila;José Frederico Laranjo;Tomás de Carvalho;Visconde de Seisal	39176877
Um homem de brios|Camilo Castelo Branco	9248744
Um passeio pela cidade do Rio de Janeiro|Joaquim Manuel de Macedo	25619448
Uma campanha alegre|Eça de Queirós	7853009
Uma cena conjugal|Luís Couceiro	31940426
Uma eleição perdida|Conde de Ficalho	56975427
Uma família inglesa|Júlio Dinis	716321
Uma primavera de mulher|Maria Amália Vaz de Carvalho	41525502
Uma pupila rica|Joaquim Manuel de Macedo	2399309
Uma viagem ao Céu|Leandro Gomes de Barros	33912144
Unter den naturvölkern Zentral-Brasiliens|Karl von den Steinen	15237209
Vamiré|Cândido de Figueiredo	12858774
Verdadeira informação das Terras do Preste João das Índias|Francisco Álvares	7142311
Vergastas|Lúcio de Mendonça	41260926
Versos de B. A. de S.|Bernardo António de Sousa	41902415
Versos de Bulhão Pato|Bulhão Pato	12141377
Versos de um simples|Guimarães Passos;Luiz Murat	39384562
Versos diversos|Antônio Sales	41775364
Versos do Bacharel Domingos Maximiano Torres|Maximiano Torres	37960343
Vestígios da língua arábica em Portugal|Frei João de Sousa	36285966
Viagem à roda da Parvónia|Guilherme de Azevedo	44559773
Viagem à roda das viagens|Alberto Pimentel	37602405
Viagem dos imperadores do Brasil em Portugal|José Alberto Corte Real;Manuel Antônio da Silva Rocha;Augusto Mendes Simões de Castro	50769353
Viagem extática ao templo da sabedoria|José Agostinho de Macedo	41990600
Viagens de Coelho de Carvalho|Coelho de Carvalho	39177334
Viagens na minha livraria|António Francisco Barata	32262168
Viagens no sistema planetário|Patrocínio da Costa	37872736
Vicentina|Joaquim Manuel de Macedo	13449137
Vida de D. Fr. Bertolameu dos Mártires|Frei Luís de Sousa;Frei Luís de Cacegas	40323039
Vida de Lisboa|Alberto Pimentel	41418472
Vida de Takla Haymanot|Padre Manuel de Almeida	29451209
Vida e morte de M. J. Gonzaga de Sá|Lima Barreto	23488380
Vida errante|Fialho de Almeida	27275562
Vida etérea|Teixeira de Pascoaes	13632134
Vida irónica|Fialho de Almeida	27275354
Vida mundana de um frade virtuoso|Alberto Pimentel	7992183
Vida vertiginosa|João do Rio	20879244
Vinte contos|Valentim Magalhães	42014770
Vinte horas de liteira|Camilo Castelo Branco	2765290
Viola de Lereno|Domingos Caldas Barbosa	37451008
Virginidos, ou Vida da Virgem Senhora Nossa|Manuel Mendes de Barbuda	38032872
Viriato|Teófilo Braga	6048429
Viritato trágico|Brás Garcia de Mascarenhas	41525074
Visão dos tempos|Teófilo Braga	27219125
Voltareis, ó Cristo?|Camilo Castelo Branco	50186135
Vom amazonas und madeira|Franz Keller	44113477
Vom Roraima zum Orinoco|Theodor Koch-Grünberg	7349385
Voyage au Brésil|Félix Vogeli;Louis Agassiz;Mme. Agassiz	44019631
Voyage of H.M.S. Blonde to the Sandwich Island in the years 1824-1825|Lord Byron	27107691
Voyage to South America, performed by order of the American Government in the years 1817 and 1818, in the Frigate Congress|H. M. Brackenridge	4411131
Voz sagrada, política, retórica e métrica|Padre Antônio Vieira	41904851
Vozes femininas da poesia latino-americana|Jacicarla Souza da Silva	24943559
Vulcões de lama|Camilo Castelo Branco	15720972
Vultos e fatos|Conde Afonso Celso	37605829
Wanderings in South America|Charles Waterton	15132583
A senzala|Antônio Frederico de Castro Alves	19516261
A tia Aninha|Artur Azevedo	28464429
Ah! Querem uma luz melhor|Alberto Caeiro	27387367
As Academias de Sião|Machado de Assis	50940240
Cartas de Olinda e Alzira|Manuel Maria de Barbosa du Bocage	20816379
Chegou-m'amiga recado|Dom Dinis	43381029
Chorando|Auta de Sousa	25003517
Coisas que Só Eu Sei|Camilo Castelo Branco	13626528
Com'ousará parecer ante mi|Dom Dinis	25019510
Como me Deus aguisou que vivesse|Dom Dinis	26332263
Como quem num dia de verão abre a porta de casa|Alberto Caeiro	27387380
Como se fazia um Deputado|França Júnior	35562758
Como uma criança antes de a ensinarem a ser grande|Alberto Caeiro	25851392
Conjugo Vobis|Artur Azevedo	55169168
Consolo Supremo|Auta de Sousa	25009321
Conto de Escola|Machado de Assis	6431608
Crônica do viver Baiano Seiscentista - a cidade e seus pícaros - Betica|Gregório de Matos	31348931
Crônica do viver Baiano Seiscentista - a cidade e seus pícaros - alguns passos discretos e tristes|Gregório de Matos	31348929
Crônica do viver baiano seiscentista - a cidade e seus pícaros - Antônia|Gregório de Matos	36175843
Incultas produções da mocidade|Manuel Maria de Barbosa du Bocage	35845671
Inéditos e esparsos|Júlio Dinis	6385565
Jogo do Bicho|Machado de Assis	19218706
Li hoje quase duas páginas|Alberto Caeiro	25560291
Literatura para todos: conversa com educadores|Ligia Cademartori	19029095
Livro de Sóror Saudade|Florbela Espanca	9298002
14 de Julho na roça|Raul Pompéia	18773426
"A ""Não-me-toques""!|Artur Azevedo"	27131203
A Abóboda|Alexandre Herculano	25126148
A Alegria da Revolução|Ken Knab	42600609
A Alma do Lázaro|José de Alencar	16681422
A Almanjarra|Artur Azevedo	25009167
A Ama-Seca|Artur Azevedo	28510600
A Arrábida|Alexandre Herculano	21534268
A Brasileira de Prazins|Camilo Castelo Branco	7914378
A Capital Federal|Artur Azevedo	12363287
A Carne|Júlio Ribeiro	13637072
A Carteira|Machado de Assis	12780759
A Cartomante|Machado de Assis	6383299
A Casadinha de Fresco|Artur Azevedo	27702363
A Causa Secreta|Machado de Assis	17622305
