original_id	goodreads_id
Eles e elas|Júlia Lopes de Almeida	10247617
Eles e elas|Júlio Dantas	12220945
Ellen and Francisco, a Brazilian Tale|James Cotter	26290786
Elogio histórico de José Bonifácio de Andrada e Silva|Latino Coelho	26727370
Em Portugal e no estrangeiro|Maria Amália Vaz de Carvalho	39428979
Em voz alta|Medeiros e Albuquerque	32211523
Emília e Leonido, ou Os amantes suevos|José Maria da Costa e Silva	40464197
Ensaio crítico sobre a viagem ao Brasil em 1852, de Carlos B. Mansfield|Antônio Deodoro de Pascual	39135736
Ensaio sobre a história da literatura do Brasil|Gonçalves de Magalhães, Visconde de Araguaia	22404058
Ensaio sobre música brasileira|Mário de Andrade	42756765
Ensaios de crítica e literatura|Lopes de Mendonça	40320533
Ensaios de história e crítica|A. G. de Araújo Jorge	42013805
Ensaios de sociologia e literatura|Sílvio Romero	37603553
Ensaios e estudos|Capistrano de Abreu	18586321
Ensaios históricos e críticos|Luiz Garrido	36883927
Entre as ninfeias|Marques de Carvalho	34100040
Épocas de Portugal econômico|João Lúcio de Azevedo	39880038
Esboços de apreciações literárias|Camilo Castelo Branco	19335581
Escritos de Camilo|Camilo Castelo Branco;Júlio Dias da Costa	32379932
Escritos diversos do V. de Almeida Garrett|Almeida Garrett;C. Guimarães	40325383
Esmeraldo de situ orbis|Duarte Pacheco	42215137
Espinhos e flores|Camilo Castelo Branco	36884660
Espírito alheio|Múcio da Paixão	42013604
Estâncias ao infante D. Henrique|autor anônimo ou sem autoria;M. Duarte de Almeida	37605473
Estâncias de arte e de saudade|Fialho de Almeida	27275437
Estrelas funestas|Camilo Castelo Branco	10663659
Estrelas propícias|Camilo Castelo Branco	11088222
Estros e palcos|Luciano Cordeiro	40458585
Estudos alemães|Tobias Barreto	31566868
Estudos de Direito|Tobias Barreto	31567061
Estudos de literatura e imprensa|Álvaro Santos Simões Júnior	41047106
Estudos históricos sobre pintura|Maximiano de Aragão	41985358
Estudos sobre a Grécia antiga|Maria Helena da Rocha Pereira	29331261
Estudos sobre a poesia popular do Brasil|Sílvio Romero	26734130
Estudos sobre o romanceiro peninsular|Carolina Michaëlis de Vasconcelos	41282842
Eu e o clero|Alexandre Herculano	37286888
Exame das viagens do Doutor Livingstone|José de Lacerda	41526810
Exploration of the Valley of the Amazon|William Lewis Herndon;Lardner Gibbon	699294
Fados, canções e danças de Portugal|João do Rio	6387940
Faíscas de fogo morto|Bulhão Pato	42039454
Fantina|Francisco Coelho Duarte Badaró	50968290
Farsa dos almocreves|Gil Vicente	11938834
Fastos da ditadura militar no Brasil|Eduardo Prado	54652302
Felicidade pela agricultura|Castilho	40467785
Feminário|Manuel de Sousa Pinto	45491112
Ferroadas|Brito Camacho	51569801
Fetiches e fantoches|Agripino Grieco	10837828
Ficções contemporâneas|Marilene Weinhardt;Gisele Thiel Della Cruz;Eduarda Regina Drabczynski da Matta;Maurício Cesar Menon;Eunice de Morais;Naira de Almeida Nascimento;Emerson Pereti;Edna da Silva Polese;Benedita de Cássia Lima Sant’Anna	38464309
Fifteen thousand miles on the Amazon and its tributaries|Charles Barrington Brown;William Lidstone	20304427
Figuras de destaque|Fialho de Almeida	27275520
Filinto Elísio e os dissidentes da Arcádia|Teófilo Braga	40475398
Fim de um mundo|Gomes Leal	36394620
Finalidade do mundo|Farias Brito	25510762
Finis patriae|Guerra Junqueiro	10895747
Fiori della poesia italiana antica e moderna|Carolina Michaëlis de Vasconcelos	30766345
Flora de maio|Osório Duque Estrada	39426030
Flora dos Lusíadas|Conde de Ficalho	41264798
Flores da Madeira|Januário Justiniano de Nobrega;João de Nobrega Soares;João Augusto de Ornellas;João da Câmara Leme de Vasconcelos;Viscondessa das Nogueiras;Luíza Maria Pereira;Maria da Costa Pereira;Emília Acciaioly Rego;José Leite Monteiro;Alfredo César de Oliveira;Leolinda Jardim Vieira;Afonso de Almeida Fernandes;Alípio Augusto Ferreira;António Alves da Silva;Passos Sousa;Augusto Carlos Escórcio;Francisco Clementino de Sousa;Francisco Vieira;João Fortunato de Oliveira;José Antonio Monteiro Teixeira;José Marciano da Silveira;Julio da Silva Carvalho;Luiz Alexandre Ribeiro de Mendonça;Luiz da Costa Pereira;Luiz de Ornellas Pinto Coelho;Manoel Luiz Vianna de Freitas;Marceliano Ribeiro de Mendonça;Mauricio Carlos de Castelbranco Manoel;Carlos Acciaioly F. de Noronha	39434340
Flores da noite|Joaquim de Araújo	10842957
Flores de sombra|Cláudio de Sousa	41993760
Flores do campo|João de Deus	11392370
Flores sem fruto|Almeida Garrett	10532559
Flores singelas|A. de Oliveira Cardoso Fonseca; A. de O. Cardoso Fonseca	41896922
Floresta de vários romances|autor anônimo ou sem autoria;Garcia de Resende;Bernardim Ribeiro;Camões;Francisco Manoel de Mello;Teófilo Braga;Sá de Miranda;Cristóvão Falcão;Francisco Rodrigues Lobo;Dom Francisco de Portugal;Baltasar Dias;Jorge Ferreira de Vasconcelos;António Serrão de Castro;Álvaro de Brito;Francisco de Sousa;Jorge de Montemor;Manuel Quintana de Vasconcelos;Francisco Lopes;Juan de la Cueva;Lorenzo de Sepúlveda;Gabriel Lobo Laso de la Vega;Frei Ambrosio de Montesinos	38290433
Foguetário|Pedro de Azevedo Tojal	41897168
Folhas caídas, apanhadas na lama|Camilo Castelo Branco	50181241
Folhas soltas|João de Deus	8187475
Folhas verdes|Teófilo Braga	39429828
Folhetins humorísticos|Manoel Roussado	42142580
Forma e exegese|Vinicius de Morais	18216408
Forty years in Brazil|Frank Bennet	26278492
Frei Luiz de Sousa|Almeida Garrett	43163610
Garrett e o Romantismo|Teófilo Braga	9378763
Garrett e os dramas românticos|Teófilo Braga	41167380
Gazeta de Holanda|Machado de Assis	37976392
Genealogia paulistana|Luiz Gonzaga da Silva Leme	36980767
Gente rústica|Brito Camacho	51569883
Geografias do drama humano|Gracielle Marques	25226779
George Marcial|Virgílio Várzea	41979967
Gil Vicente e as origens do teatro nacional|Teófilo Braga	41979458
Ginx's baby, o engeitado|Ramalho Ortigão	36980151
Glaura|Manuel Inácio da Silva Alvarenga	8059162
Glória e infortúnio |Luís Antônio Burgain	32103567
Glossário do Cancioneiro da Ajuda|Carolina Michaëlis de Vasconcelos	42002150
Godido e outros contos|João Dias	25990309
Gramática da língua geral dos índios do Brasil|João Joaquim da Silva Guimarães, 1º	53267285
Guerra dos mascates|José de Alencar	11814109
Há uma gota de sangue em cada poema|Mário de Andrade	34332264
Habitações operárias|Teixeira Bastos	31446881
Harmonias fantásticas|Sousa Viterbo	41990386
Harpas selvagens|Sousândrade	54657781
Henriqueida|Francisco Xavier de Meneses	39768401
Herança de lágrimas|Ana Plácido, Viscondessa de Corrêa Botelho	52505789
Hermilo Borba Filho|Geraldo Medeiros Nóbrega	38355436
Histoire d'un voyage fait en la terre du Brésil, autrement dite Amerique|Jean de Léry	36863874
Histoire du Brésil français au seizième siècle|Paul Gaffarel	39674358
História alegre de Portugal|Pinheiro Chagas	19246439
História da civilização ibérica|Oliveira Martins	6825236
História da donzela Teodora|Leandro Gomes de Barros	54098015
História da literatura brasileira|Nelson Werneck Sodré	18649375
História da Literatura Ocidental|Otto Maria Carpeaux	6557432
Historia da literatura portuguesa|Teófilo Braga	16156000
História da poesia moderna em Portugal|Teófilo Braga	12637876
História da poesia popular portuguesa|Teófilo Braga	42142645
História da Princesa da Pedra Fina|Leandro Gomes de Barros	53901054
História da revolta de 6 de setembro de 1893|Felisbelo Freire	12157746
História de Antônio Vieira|João Lúcio de Azevedo	54621802
História de Camões|Teófilo Braga	12799221
História de Jesus para as criancinhas lerem|Gomes Leal	37605341
História de menina e moça|Bernardim Ribeiro	19255472
História de Portugal|Oliveira Martins	2082292
História de uma fita azul|Machado de Assis	50387836
História do boi misterioso|Leandro Gomes de Barros	33971242
História do cachorro dos mortos|Leandro Gomes de Barros	33975698
História do culto de Nossa Senhora em Portugal|Alberto Pimentel	37603120
História do direito nacional|José Isidoro Martins Júnior	40329782
História do futuro|Padre Antônio Vieira	23274574
História do gosto e outros poemas|Ernani Rosas	4086129
História do Romantismo em Portugal|Teófilo Braga	23510687
História dos cristãos novos portugueses|João Lúcio de Azevedo	15847643
História dos quinhentistas|Teófilo Braga	41523064
História sagrada em verso|Domingos Caldas Barbosa	37603919
Histórias brejeiras|Artur Azevedo, Artur de Azevedo	36451974
Histórias de reis e príncipes|Alberto Pimentel	36620306
Histórias rústicas|Virgílio Várzea	40391657
History of Brazil|Robert Southey	538257
Homenagem ao mestre|Alexandre Herculano;António Baião	34652332
Homens e coisas estrangeiras|José Veríssimo	8209695
Horas de leitura|Alfredo de Carvalho	50588135
Hospital do mundo|José Daniel Rodrigues da Costa	37993714
Húmus|Raul Brandão	6359364
Ideias de Jeca Tatu|Monteiro Lobato	8702310
Ideias sobre o Teatro|Machado de Assis	53191767
Império do Equador na Terra de Santa Cruz|José da Silva Lisboa;Robert Southey	39568387
Indícios de oiro|Mário de Sá-Carneiro	16042165
Inglês de Sousa: imprensa, literatura e Realismo|Marcela Ferreira	45275211
Inquérito literário|Boavida Portugal	44812612
Inverno em flor|Coelho Neto	41269119
Isabel, ou A heroína de Aragão|José Maria da Costa e Silva	41997571
Jacinta Passos, coração militante|Paulo Dantas;José Paulo Paes;Fernando Augusto Magalhães Paixão;Antonio Candido;Jacinta Passos;Sérgio Milliet;Hélio Pólvora;Guido José da Costa Guerra;Célio Nunes;Ildásio Tavares;Lafaiete Spínola;Janaína Amado;Júlio César Lobo;Ângelo Barroso C. Soares;José Humberto Dias;Gilfrancisco;Florisvaldo Mattos;Angela Baptista;Simone Lopes Pontes Tavares;Gerana Damulakis	27274055
Jakaré-Ouassou ou Les Tupinambas|Daniel Gavet	35974501
Jardim das tormentas|Carlos Dias;Aquilino Ribeiro	11734503
Jogo dos dotes, para recreio das sociedades|José Daniel Rodrigues da Costa	42053272
Jogos pueris|Ronald de Carvalho	53191951
Jornadas em Portugal|Antero de Figueiredo	39520940
Jornadas no meu País|Júlia Lopes de Almeida	9790238
Jornal enciclopédico de Lisboa|José Agostinho de Macedo	37993410
Jornal poético|Alvarenga Peixoto;Domingos Caldas Barbosa;Júlio de Melo de Castro;autor anônimo ou sem autoria;António Dinis da Cruz e Silva;Joaquim Inácio de Freitas;Bocage;Maximiano Torres;João Batista de Lara;Padre Joaquim Franco de Araújo Freire Barbosa;Manuel Inácio de Sousa;Desidério Marques Leão;Francisco Manuel do Nascimento;António Lobo de Carvalho;Padre José Dias Pereira;Padre Tomás José de Aquino;Miliseu Sileno;M. P. A. R.;Manuel Nicolau dos Reis de Araújo Ribeiro;Pedro António Correia Garção;José Maria da Costa e Silva;Pedro Inácio Ribeiro Soares;Uma senhora;João Vieira Caldas	42217522
José de Alencar|José de Alencar;Mário de Alencar	28755133
José Matias|Eça de Queirós	16042865
Journal of a passage from the Pacific to the Atlantic, crossing the Andes in the northern provinces of Peru, and descending the river Marañon, or Amazon|Henry Lister Maw	29817921
Journal of a Voyage to Brazil, and residence during part of the years 1821, 1822, 1823|Maria Graham	13833132
Jucunda|Abel Botelho	38747816
Júlio Dinis (Joaquim Guilherme Gomes Coelho)|Alberto Pimentel	30527140
Junqueiro (verso e prosa)|Guerra Junqueiro;Agostinho de Campos	41198636
L'option|Joaquim Nabuco	27057832
La divina increnca|Juó Bananere	21842241
La guerre du Paraguay|Théodore FIX	28341599
La politique du Paraguay|Claude de la Poëpe	37888265
La tiranía en el Paraguay|Cecilio Báez	38289761
Lágrimas abençoadas|Camilo Castelo Branco	9508820
Le devoir des neutres|Rui Barbosa	37132685
Le Positivisme|Raimundo Teixeira Mendes	22994255
Leituras populares|Antero de Quental	20651989
Lendas dos vegetais|Eduardo Sequeira	27296222
Lendas e narrativas|Alexandre Herculano	7697032
Lendas e romances|Bernardo Guimarães	20879252
Les arts en Portugal|Atanazy Raczynski	35043305
Les prisons du Marquis de Pombal, ministre de S.M. le roi du Portugal (1759-1777)|Auguste Carayon	41780018
Letters from the Battlefields of Paraguay|Richard Francis Burton	21124853
Lettres portugaises|Sóror Mariana Alcoforado	31089647
Liga patriótica do norte|Antero de Quental	21394430
Linha do horizonte|Aguinaldo Fonseca	26068873
Lira da mocidade|Faustino da Fonseca	26146396
Lira dissonante|Fabiano Rodrigues da Silva Santos	26146038
Lira íntima|Joaquim de Araújo	39360099
Lira paulistana|Mário de Andrade	34450240
Lírica de João Mínimo|Almeida Garrett	39674407
Lisboa do romantismo|Mário de Almeida	40412835
Lisboa galante|Fialho de Almeida	11338099
Lisboa monumental|Fialho de Almeida	36430690
Lisboa no ano três mil|Cândido de Figueiredo	25357123
Livro das noivas|Júlia Lopes de Almeida	8051682
Livro de consolação|Camilo Castelo Branco	12107057
Livro de sonetos|Vinicius de Morais	5098765
Livro do monte|Bulhão Pato	32136196
Livro negro de padre Dinis|Camilo Castelo Branco	7297603
Livro sobre nada|Manoel de Barros	2526739
Longos dias têm cem anos|Agustina Bessa-Luís	12416565
Lopo Vaz de Sampaio e Mello|Alberto Pimentel	34491453
Lorenzo me llamo y carbonero de Toledo|Juan de Matos Fragoso	41198878
Losango cáqui, ou Afetos militares de mistura com os porquês de eu saber Alemão|Mário de Andrade	39091031
Luiz de Camões - notas biográficas|Camilo Castelo Branco	19261614
Lusbela|Joaquim Manuel de Macedo	12507096
Luz mediterrânea|Raul de Leoni	35673295
Macunaíma|Mário de Andrade	1099648
Magas e histriões|Manuel de Sousa Pinto	39526372
Maldita parentela|França Júnior	34220747
Manhãs de Cascais|Alberto Pimentel	20638022
Manifesto anti-Dantas e por extenso|Almada Negreiros	12204434
Manifesto da Confederação Abolicionista do Rio de Janeiro|José do Patrocínio	55344818
Manifesto dos estudantes da Universidade de Coimbra|Antero de Quental	13605026
Manuel de Moraes|Pereira da Silva; J. M. Pereira da Silva	39238232
Margarita philosophica noua cui annexa sunt sequentia|Gregorius Reisch	37602413
Maria da Fonte|Camilo Castelo Branco	11704659
Mármores|Francisca Júlia	43610274
Martim Cererê|Cassiano Ricardo	3648419
Máximas de virtude e formosura|Teresa Margarida da Silva e Horta	58529621
Medicina teológica|Francisco de Melo Franco	37286355
Mefistófeles em Lisboa|Gomes Leal	57125906
Memória sobre a história e administração do Município de Setúbal|Alberto Pimentel	20481995
Memórias da vida de José Liberato Freire de Carvalho|José Liberato Freire de Carvalho	36575093
Memórias de Guilherme do Amaral|Camilo Castelo Branco	11088228
Memórias de Marta|Júlia Lopes de Almeida	6970977
Memórias de um sapatinho|Tomás de Mello	57678464
Memórias do cárcere|Camilo Castelo Branco	15705471
Memórias do sobrinho de meu tio|Joaquim Manuel de Macedo	22792009
Memórias do tempo de Camilo|Alberto Pimentel	37287014
Memórias históricas brasileiras (1500-1837)|Damasceno Vieira	32430074
Memórias para servir à história do Reino do Brasil|Padre Luiz Gonçalves dos Santos	50265052
Messidor|Guilherme de Almeida	10560936
Meu glorioso pecado|Gilka Machado	33650876
Meu sertão|Catulo da Paixão Cearense	39515903
Mil quadras populares brasileiras|Carlos Góis	38670512
Miniaturas românticas|Magalhães Lima	40320276
Miragaia|Almeida Garrett	22567915
Miragens seculares|Teófilo Braga	35869066
Mistérios de Fafe|Camilo Castelo Branco	7130842
Mistérios de Lisboa|Camilo Castelo Branco	15720624
Mistérios do Rio|Benjamin Costallat	1333836
Moniz Barreto, o repentista|Rosendo Moniz	41172357
Morte de Yaginadatta|Cândido de Figueiredo	25095850
Mosaico e silva de curiosidades históricas, literárias e biográficas|Camilo Castelo Branco	53628448
Motim literário em forma de solilóquios|José Agostinho de Macedo	12801204
Mulher nua|Gilka Machado	35661869
Mulheres da beira|Abel Botelho	28173357
Mulheres e crianças|Maria Amália Vaz de Carvalho	54625432
Mundanismos|Almáquio Diniz	30527463
Musa alentajana|Macedo Papança, Conde de Monsaraz	31280765
Música do Parnaso|Manuel Botelho de Oliveira	52477643
Na era das bandeiras|Afonso Taunay; Afonso de Taunay	40469925
Narcóticos|Camilo Castelo Branco	21948766
Naulila|Augusto Casimiro	37292454
Negritude e humanismo|Alfredo Margarido	28357194
Nelúmbia|Narcisa Amália	35097346
Ninety days in the Tropics or Letters from Brazil|William S. Auchincloss	29691685
Ninho de guincho|Alberto Pimentel	39505900
No Bom Jesus do Monte|Camilo Castelo Branco	11802671
No tempo do rei|Moreira de Azevedo	28659735
Noites de Cintra|Alberto Pimentel	26037109
Noites de Lamego|Camilo Castelo Branco	43851682
Nome de guerra|Almada Negreiros	7663856
Notas à margem em vários livros da sua biblioteca|Camilo Castelo Branco;Álvaro Neves	41999307
Notas de viagem|Rocha Pombo	37989252
Notas sobre o Amor de perdição|Alberto Pimentel	42325788
Notas sobre Portugal|António Arroio;António Teixeira Júdice	41845955
Notas vicentinas|Carolina Michaëlis de Vasconcelos	39531032
Notes on Rio de Janeiro, and the southern parts of Brazil; taken during a residence of ten years in that country, from 1808-1818|John Luccock	36959213
Notice historique sur Benjamin de Tudèle|Eliakim Carmoly	28345260
Notícia da atual literatura brasileira|Machado de Assis	44583245
Notícia de alguns pintores portugueses e de outros que, sendo estrangeiros, exerceram a sua arte em Portugal|Sousa Viterbo	40451993
Notícia de livreiros e impressores de Lisboa na 2ª metade do século XVI|Gomes de Brito	31940435
Notícia sobre a vida de D. Vasco da Gama|Matias José de Oliveira dos Santos Firmo	41910494
Notions of the chorography of Brazil|Joaquim Manuel de Macedo;H. Le Sage	26929337
Nova arte de escrever|António Jacinto de Araújo	37603391
Nova floresta|Manuel Bernardes	32469678
Nova Safo|Visconde de Vila Moura	35711309
Novas telas literárias|Castilho	37997087
Novelas do minho|Camilo Castelo Branco	6468064
Novelas doidas|Viriato Correia	44872759
Novelas paulistanas|Alcântara Machado	33388119
Novo dicionário da língua portuguesa|Cândido de Figueiredo	20879158
Novos estudos críticos|José Maria de Albuquerque BelLo	11674364
Novos estudos sobre Sá de Miranda|Carolina Michaëlis de Vasconcelos	32630501
Novos poemas|Vinicius de Morais	20409641
Novos poemas (II)|Vinicius de Morais	20409619
Nuevo descubrimiento del gran Río de las Amazonas.|Cristóbal de Acuña	26708088
"O ""Fr. Luiz de Souza"" de Garrett|Teófilo Braga;Joaquim de Araújo"	41756064
O anel misterioso|Alberto Pimentel	30418174
O anjo do pudor|Sousa Viterbo	40323975
O anti-cristo|Gomes Leal	20648675
O assassino de Macário|Camilo Castelo Branco	25387974
O Avejão|Raul Brandão	21993255
O balão, aos habitantes da lua|José Daniel Rodrigues da Costa	53449598
O banqueiro anarquista e outros contos filosóficos|Fernando Pessoa	24998135
O Barão de lavos|Abel Botelho	17280366
O Brasil social e político, ou O que fomos e o que somos|Mello Moraes	39429248
O cacaulista|Inglês de Souza	34297287
O Café na História, no Folclore e nas Belas-Artes|Basílio de Magalhães	3963403
O caixeiro da taverna|Luís Carlos Martins Pena	53261488
O caminho da porta; O protocolo|Machado de Assis	26478473
O caminho para a distância|Vinicius de Morais	18304434
O cancioneiro Fernandes Tomás|Carolina Michaëlis de Vasconcelos	32637999
O canto da cigarra|Augusto Gil	25427250
O Carapuceiro|Padre Lopes Gama	3990351
O carrasco de Victor Hugo José Alves|Camilo Castelo Branco	30006103
O cavaleiro das mãos irresistíveis|Eugénio de Castro	42138447
O centenário de José Estevão|Magalhães Lima	30799977
O chapéu das fitas a voar|Agustina Bessa-Luís	22917594
O clero e o Sr. Alexandre Herculano|Camilo Castelo Branco	37447963
O Conde de S. Luiz|Tomás de Mello	43300672
O Congresso de Roma|Magalhães Lima	36184320
O Coronel e o Lobisomem nas veredas da literatura regionalista brasileira|Naiara Alberti Moreno	33352766
O Couto|José Agostinho de Macedo	39151291
O culto da arte em Portugal|Ramalho Ortigão	22400432
O culto do chá|Wenceslau de Moraes	9454839
O demônio do ouro|Camilo Castelo Branco	7375817
O desastre de Lisboa em 1755|A. de Oliveira Cardoso Fonseca; A. de O. Cardoso Fonseca	19163916
O Desengano|José Agostinho de Macedo	37452885
O desertor|Manuel Inácio da Silva Alvarenga	8041877
O diletante|Luís Carlos Martins Pena	4204081
O divino poeta|Alfredo de Pratt	39505996
O dominó preto|Florbela Espanca	21851415
O doutor Benignus|Augusto Emílio Zaluar	31565705
O Duque de Caxias e a Guerra do Paraguai|Sátiro de Oliveira Dias	57105876
O encoberto|Sampaio Bruno	17382345
O ensino público|A. de Almeida Oliveira	50539026
O escorpião e o jaguar|Franco Baptista Sandanello	33550241
O Espectador Português|José Agostinho de Macedo	43285549
O espectro, ou A baronesa de Gaia|José Maria da Costa e Silva	39436860
O espreitador do mundo novo|José Daniel Rodrigues da Costa	11661857
O esqueleto|Camilo Castelo Branco	8066492
O fazendeiro do Brasil|José Mariano da Conceição Veloso	36980470
O festival de João de Deus|José Dias de Oliveira;Camilo José do Rosário Guedes;Luís Guimarães Júnior;Tomás Ribeiro;Teixeira Bastos;Gonçalves Crespo;Teófilo Braga;Delfim Guimarães;Eugénio de Castro;A. L. dos Santos Valente;Joaquim de Araújo;Jaime Victor;Eugénio Moniz;Guilherme de Santa-Rita;Manuel da Silva Gaio;Luiz Osório;Amelia Janny;Augusto Forjaz;Oliveira Mascarenhas;Carlos de Lemos;Eduardo Fernandes;Annes Baganha;João Jardim;José Benoliel;Augusto Morujão;Gonçalves Cerejeira;Alfredo Nunes Correia;Dinis Neves;Germano Vondrell;Francisco Ramos	11095985
O filho do pescador|Teixeira e Sousa	23146498
O galante século XVIII|Aquilino Ribeiro;Cavaleiro de Oliveira	41451011
O general Carlos Ribeiro|Camilo Castelo Branco	7689466
O gênio e o talento na patologia|António Augusto Mendes Correa	41989718
O Guesa|Sousândrade	17968371
O Homem do Povo|Oswald de Andrade;Patrícia Galvão	20744975
O homem dos sonhos|Mário de Sá-Carneiro	17457557
O homem, ou Os limites da razão|José Agostinho de Macedo	37605040
O ideal do crítico|Machado de Assis	6714727
O Império Brasileiro|Oliveira Lima	7704278
O índio Afonso|Bernardo Guimarães	27407225
O interregno|Fernando Pessoa	22713084
O jagado de Cassange na Província de Angola|Henrique Augusto Dias de Carvalho	37452890
O jesuíta|José de Alencar	27675114
O jornal e o livro|Machado de Assis	17713532
O judeu|Camilo Castelo Branco	11384524
O livro das flores|Alberto Pimentel	42052667
O livro das lágrimas|Alberto Pimentel	37451262
O livro de amor|João de Deus;Afonso Lopes Vieira	32000778
O livro do centenário|Capistrano de Abreu;Padre Júlio Maria;Ramiz Galvão;José Carlos Rodrigues;Sílvio Romero;Clóvis Beviláqua;Coelho Neto;Teixeira de Sousa;Agostinho José de Souza Lima;Antônio de Paula Freitas;José Veríssimo;Gregório Taumaturgo de Azevedo;Antônio Olinto dos Santos Pires;Luís Rafael Vieira Souto;Joaquim Cândido da Costa Sena;José Cardoso de Moura Brasil;Joaquim Duarte Murtinho;Júlio de Barros Raja Gabaglia;Artur Getúlio das Neves;Paulo de Frontin;Honório Augusto Ribeiro;Bibiano Sérgio Macedo da Fontoura Costallat;Artur Jaceguai	37605729
O lubis-homem|Camilo Castelo Branco	36089043
O mar tenebroso|Teófilo Braga	37605283
O Marquês de Pombal e a sua época|João Lúcio de Azevedo	31566772
O Marquês de Torres Novas|Camilo Castelo Branco	25388044
O melhor casamento|Alberto Pimentel	39136881
O melro|Guerra Junqueiro	38327866
O mensageiro de Fez|Tomás Ribeiro	41899539
O mergulhador|Vinicius de Morais	28377220
O meu dia (hebdômadas d'a noite)|Coelho Neto	41899595
O monarca das coxilhas|Augusto de Lacerda	37604851
O monge de Cister|Alexandre Herculano	8388192
O monge e o convertido, ou As vinte e quatro horas|Henrique Ernesto de Almeida Coutinho	11084780
O monumento a Eça de Queirós|Manuel de Sousa Pinto	11533881
O Morgado de Fafe em Lisboa|Camilo Castelo Branco	45723362
O movimento da Independência, 1821-1822|Oliveira Lima	34801926
O mutilado|João Grave	49918672
O novo argonauta|José Agostinho de Macedo	38004038
O ocaso do Império|Oliveira Viana	21854055
O olho de vidro|Camilo Castelo Branco	11499610
O outro nome da terra|Eugénio de Andrade	20948090
O país das uvas|Fialho de Almeida	6394962
O passado, o presente e o futuro da literatura|Machado de Assis	53173477
O pavilhão negro|Mendes Leal	38006118
O percurso da indianidade na literatura brasileira|Luzia Aparecida Oliva dos Santos	26146382
O piolho viajante|Antônio Manuel Policarpo da Silva	21957105
O poema da Imperatriz|António Joaquim Álvares	40323373
O poema da miséria|Cândido de Figueiredo	41261220
O poema dum morto|Gomes Leal;Guilherme de Santa-Rita	42001532
O poeta Chiado|Alberto Pimentel	11672134
O poeta-espião|Paulo andrade	49999737
O Porto na berlinda|Alberto Pimentel	32312510
O príncipe e a fada|Leandro Gomes de Barros	53934330
O Progresso|Fábio Alexandrino de Carvalho Reis;Pedro Leal;Alexandre Teófilo de Carvalho Leal;Antônio Rego;Temístocles Aranha	44162913
O que eu vi, o que nós veremos|Santos Dumont	18692964
O que fazem mulheres|Camilo Castelo Branco	9808854
O quinze|Rachel de Queiroz	6295876
O regicida|Camilo Castelo Branco	6882508
O regime das riquezas|Oliveira Martins	37604464
O rei dos jagunços|Manuel Benício	1456362
O Rei Galaor|Eugénio de Castro	37610428
O renegado|Gomes Leal	27703444
O retrato de Ricardina|Camilo Castelo Branco	9190226
O retrato de Vênus|Almeida Garrett	31728507
O Rio de Janeiro do meu tempo|Luíz Edmundo	26195456
O Rio do Quarto|Joaquim Manuel de Macedo	7377489
O romance da Rainha Mercedes|Alberto Pimentel	20971461
O romance de Amadis|Carolina Michaëlis de Vasconcelos;Afonso Lopes Vieira	7378500
O romance de um homem rico|Camilo Castelo Branco	10373883
O romance do romancista|Alberto Pimentel	42053440
O santo da montanha|Camilo Castelo Branco	11499621
O sapatinho de cetim|Fernando Caldeira	39756070
O senhor do Paço de Ninães|Camilo Castelo Branco	12106842
O sentimentalismo|João de Andrade Corvo	11580526
O silêncio é de ouro|Medeiros e Albuquerque	32211522
O sonho do monarca|Marques de Carvalho	34100256
O terremoto de Lisboa|Pinheiro Chagas	27131671
O torturado de Seide: Camilo Castelo Branco|Alberto Pimentel	53697961
O Toucador|Almeida Garrett;Luiz Francisco Midosi	28492817
O tráfico da escravatura, e O Bill de Lord Palmerston|Bernardo de Sá Nogueira	7449093
O tronco do ipê|José de Alencar	4934217
O último olhar de Jesus|Antero de Figueiredo	42124702
O valor da raça|António Sardinha	22080959
O vaqueano|Apolinário Porto-Alegre	17310794
O viajante imóvel: Machado de Assis e o Rio de Janeiro de seu tempo|Luciano Trigo	618758
O vinho do Porto|Camilo Castelo Branco	10798638
O Visconde de Ouguela|Camilo Castelo Branco	23488799
Oaristos|Eugénio de Castro	36312420
Óbolo às crianças|Camilo Castelo Branco;Francisco Martins Sarmento	42052574
Obra completa de Euclides da Cunha|Euclides da Cunha	28425284
Obras Completas de L. N. Fagundes Varela|Fagundes Varela;Franklin Távora;Visconti Coaraci; Visconti Coaracy	11476643
Obras completas de Luís de Camões|Camões	13560958
Obras completas de Teixeira de Pascoaes|Jacinto do Prado Coelho;Teixeira de Pascoaes	45497524
Obras completas do Doutor António Ferreira|Fernandes Pinheiro;António Ferreira	42211133
Obras de Gil Vicente|Gil Vicente	12060252
Obras do doutor Duarte Ribeiro de Macedo|Duarte Ribeiro de Macedo	41254663
Obras do Dr. Luiz de Castro|Luiz de Castro;Luiz de Castro, Filho	37606352
Obras do Poeta Chiado|Alberto Pimentel;António Ribeiro Chiado	42898952
Obras inéditas de José Agostinho de Macedo|José Agostinho de Macedo;Teófilo Braga	37946810
Obras poéticas de Bocage|Bocage	53107116
Obras poéticas de Domingos dos Reis Quita, chamado entre os da Arcádia Lusitana Alcino Micênio|Domingos dos Reis Quita	38148021
Obras poéticas de Francisco Dias Gomes|Francisco Dias Gomes	37963929
Obras poéticas de Nicolau Tolentino de Almeida|Nicolau Tolentino de Almeida	32176629
Obras poéticas de Pedro António Correia Garção|Pedro António Correia Garção	39359925
