original_id	work_title	work_authors	authors_lifetime	work_publication_year	work_category	file_format	notes	original_source
Poemas Irônicos, Venenosos e Sarcásticos|Azevedo, Álvares de	Poemas Irônicos, Venenosos e Sarcásticos	Azevedo, Álvares de	1831-1852		Poesia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Noite na Taverna|Azevedo, Álvares de	Noite na Taverna	Azevedo, Álvares de	1831-1852		Novela	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Lira dos Vinte Anos|Azevedo, Álvares de	Lira dos Vinte Anos	Azevedo, Álvares de	1831-1852		Poesia	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Poemas Malditos|Azevedo, Álvares de	Poemas Malditos	Azevedo, Álvares de	1831-1852	1988	Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Macário|Azevedo, Álvares de	Macário	Azevedo, Álvares de	1831-1852		Drama	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
A Pele do Lobo|Azevedo, Arthur de	A Pele do Lobo	Azevedo, Arthur de	1855-1908		Drama	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A «Não-me-toques»!|Azevedo, Arthur de	A «Não-me-toques»!	Azevedo, Arthur de	1855-1908		Contos	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
A Ama-Seca|Azevedo, Arthur de	A Ama-Seca	Azevedo, Arthur de	1855-1908		Contos	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
A Capital Federal|Azevedo, Arthur de	A Capital Federal	Azevedo, Arthur de	1855-1908		Drama	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A Casadinha de Fresco|Azevedo, Arthur de	A Casadinha de Fresco	Azevedo, Arthur de	1855-1908		Drama	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A Conselho do Marido|Azevedo, Arthur de	A Conselho do Marido	Azevedo, Arthur de	1855-1908		Contos	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
A Dívida|Azevedo, Arthur de	A Dívida	Azevedo, Arthur de	1855-1908		Contos	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
A Melhor Amiga|Azevedo, Arthur de	A Melhor Amiga	Azevedo, Arthur de	1855-1908		Contos	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Conjugo Vobis|Azevedo, Arthur de	Conjugo Vobis	Azevedo, Arthur de	1855-1908		Contos	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
A Alma Nova|Azevedo, Guilherme de	A Alma Nova	Azevedo, Guilherme de	1839-1882	1874	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Homenagem ao Marquez De Pombal 1782-1882|Azevedo, Maximiliano de	Homenagem ao Marquez De Pombal 1782-1882	Azevedo, Maximiliano de	1850-1911	1882	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Por Força!|Azevedo, Maximiliano de	Por Força!	Azevedo, Maximiliano de	1850-1911	1900	Drama	PDF		Bibliotrónica Portuguesa
O Elixir da Longa Vida|Balzac, Honoré de	O Elixir da Longa Vida	Balzac, Honoré de	1799-1850		Contos	PDF	Fonte Original: CultVox	Portal Domínio Público
Béatrix|Balzac, Honoré de	Béatrix	Balzac, Honoré de	1799-1850		Romance	PDF	Fonte Original: Phoenix-Library	Portal Domínio Público
Trovas do Bandarra|Bandarra, Gonçalo Anes	Trovas do Bandarra	Bandarra, Gonçalo Anes	1500-1556	1809	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Trovas Inedìtas de Bandarra|Bandarra, Gonçalo Anes	Trovas Inedìtas de Bandarra	Bandarra, Gonçalo Anes	1500-1556	1815	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A batalha de Toro|Barata, António Francisco	A batalha de Toro	Barata, António Francisco	1836-1910	1896	História	HTML, EPUB, MOBI e TXT		Project Gutenberg
Novas Lucubrações dum artista|Barata, António Francisco	Novas Lucubrações dum artista	Barata, António Francisco	1836-1910	1863	Poesia	PDF		Biblioteca Digital do Alentejo
A Luiz de Camões Homenagem|Barata, António Francisco	A Luiz de Camões Homenagem	Barata, António Francisco	1836-1910	1880	Ensaio  Literatura	PDF		Biblioteca Digital do Alentejo
Lucubrações dum artista|Barata, António Francisco	Lucubrações dum artista	Barata, António Francisco	1836-1910	1860	Poesia	PDF		Biblioteca Digital do Alentejo
Noites de Évora|Barata, António Francisco	Noites de Évora	Barata, António Francisco	1836-1910	1897	Crónicas	PDF		Biblioteca Digital do Alentejo
Viagens na Minha Livraria|Barata, António Francisco	Viagens na Minha Livraria	Barata, António Francisco	1836-1910	1894	Ensaio  Literatura	PDF		Biblioteca Digital do Alentejo
A Monja de Cistér|Barata, António Francisco	A Monja de Cistér	Barata, António Francisco	1836-1910	1895	Romance Histórico	PDF		Biblioteca Digital do Alentejo
Adosinda|Barata, António Francisco	Adosinda	Barata, António Francisco	1836-1910	1896	Drama	PDF		Biblioteca Digital do Alentejo
Duelo nas Sombras|Barata, António Francisco	Duelo nas Sombras	Barata, António Francisco	1836-1910	1903	Romance	PDF		Biblioteca Digital do Alentejo
Miscellanea Histórico-Romantica|Barata, António Francisco	Miscellanea Histórico-Romantica	Barata, António Francisco	1836-1910	1878	Crónicas	PDF		Biblioteca Digital do Alentejo
Mysterios de Coimbra|Barata, António Francisco	Mysterios de Coimbra	Barata, António Francisco	1836-1910	1861	Romance	PDF		Biblioteca Digital do Alentejo
Os Jesuítas na Corte|Barata, António Francisco	Os Jesuítas na Corte	Barata, António Francisco	1836-1910	1877	Romance Histórico	PDF		Biblioteca Digital do Alentejo
O Manuelinho de Évora|Barata, António Francisco	O Manuelinho de Évora	Barata, António Francisco	1836-1910	1873	Romance Histórico	PDF		Biblioteca Digital do Alentejo
A Conquista de Coimbra|Barata, António Francisco	A Conquista de Coimbra	Barata, António Francisco	1836-1910	1862	Drama	PDF		Biblioteca Digital do Alentejo
O Rancho da Carqueja|Barata, António Francisco	O Rancho da Carqueja	Barata, António Francisco	1836-1910	1864	Romance Histórico	PDF		Biblioteca Digital do Alentejo
As relações luso-brasileiras|Barbosa, José	As relações luso-brasileiras	Barbosa, José	1869-1923	1909	Ensaio  Cultura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Obras Seletas|Barbosa, Rui	Obras Seletas	Barbosa, Rui	1849-1923		Crónicas	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Compendio da relaçam, que veyo da India o anno de 1691|Barbosa, Vicente	Compendio da relaçam, que veyo da India o anno de 1691	Barbosa, Vicente	1663-1721	1692	História	HTML, EPUB, MOBI e TXT		Project Gutenberg
O triste fim de Policarpo Quaresma|Barreto, Lima	O triste fim de Policarpo Quaresma	Barreto, Lima	1881-1922		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Diário íntimo|Barreto, Lima	Diário íntimo	Barreto, Lima	1881-1922		Diário	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
O Homem que Sabia Javanês e Outros Contos|Barreto, Lima	O Homem que Sabia Javanês e Outros Contos	Barreto, Lima	1881-1922	1997	Contos	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Contos de Lima Barreto|Barreto, Lima	Contos de Lima Barreto	Barreto, Lima	1881-1922		Contos	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
O triste fim de Policarpo Quaresma|Barreto, Lima	O triste fim de Policarpo Quaresma	Barreto, Lima	1881-1922		Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Clara dos Anjos|Barreto, Lima	Clara dos Anjos	Barreto, Lima	1881-1922		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Recordações do Escrivão Isaías Caminha|Barreto, Lima	Recordações do Escrivão Isaías Caminha	Barreto, Lima	1881-1922	1995	Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
O Homem que Sabia Javanês|Barreto, Lima	O Homem que Sabia Javanês	Barreto, Lima	1881-1922		Contos	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Crônicas|Barreto, Lima	Crônicas	Barreto, Lima	1881-1922		Crónicas	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Oliveira Martins: Estudo de Psychologia|Barreto, Moniz	Oliveira Martins: Estudo de Psychologia	Barreto, Moniz	1865-1898	1892	Ensaio  Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Cervantes e Portugal|Barroso, Carlos	Cervantes e Portugal	Barroso, Carlos	ca 18-	1872	Ensaio  Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
A dissolução do regimen capitalista|Bastos, Teixeira	A dissolução do regimen capitalista	Bastos, Teixeira	1856-1902	1897	Ensaio  Política	HTML, EPUB, MOBI e TXT		Project Gutenberg
Habitações Operarias|Bastos, Teixeira	Habitações Operarias	Bastos, Teixeira	1856-1902	1898	Ensaio  Política	HTML, EPUB, MOBI e TXT		Project Gutenberg
Tribunaes de Arbitros-Avindores|Bastos, Teixeira	Tribunaes de Arbitros-Avindores	Bastos, Teixeira	1856-1902	1898	Ensaio  Política	HTML, EPUB, MOBI e TXT		Project Gutenberg
Cintra|Beirão, Mário	Cintra	Beirão, Mário	1890-1965	1912	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Memoria sobre a cultura da Urumbeba e sobre criação da Cochonilha|Berthollet, Claude-Louis	Memoria sobre a cultura da Urumbeba e sobre criação da Cochonilha	Berthollet, Claude-Louis	1748-1822	1799	Ciência  Botânica	HTML, EPUB, MOBI e TXT		Project Gutenberg
Memoria sobre a cultura da Urumbeba e sobre criação da Cochonilha|Berthollet, Claude-Louis	Memoria sobre a cultura da Urumbeba e sobre criação da Cochonilha	Berthollet, Claude-Louis	1748-1822	1799	Ciência  Botânica	HTML, EPUB, MOBI e TXT		Project Gutenberg
Memoria sobre a descoberta das ilhas de Porto Santo e Madeira 1418-1419|Bettencourt, Emiliano Augusto de	Memoria sobre a descoberta das ilhas de Porto Santo e Madeira 1418-1419	Bettencourt, Emiliano Augusto de	1825-1886	1875	História	HTML, EPUB, MOBI e TXT		Project Gutenberg
Memória sobre a plantação dos algodões|Bettencourt, José de Sá	Memória sobre a plantação dos algodões	Bettencourt, José de Sá	-1798	1798	Ciência  Botânica	HTML, EPUB, MOBI e TXT		Project Gutenberg
Alma inquieta|Bilac, Olavo	Alma inquieta	Bilac, Olavo	1865-1918	2002	Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Via-Láctea|Bilac, Olavo	Via-Láctea	Bilac, Olavo	1865-1918	2002	Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
As viagens|Bilac, Olavo	As viagens	Bilac, Olavo	1865-1918		Poesia	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Contos para Velhos|Bilac, Olavo	Contos para Velhos	Bilac, Olavo	1865-1918		Contos	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Via-Láctea|Bilac, Olavo	Via-Láctea	Bilac, Olavo	1865-1918		Poesia	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Profissão de fé|Bilac, Olavo	Profissão de fé	Bilac, Olavo	1865-1918		Poesia	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Elegia|Bocage	Elegia	Bocage	1765-1805	1790	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Improvisos de Bocage|Bocage	Improvisos de Bocage	Bocage	1765-1805	1805	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Mágoas Amorosas de Elmano|Bocage	Mágoas Amorosas de Elmano	Bocage	1765-1805	1805	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Morte de D. Ignez de Castro|Bocage	A Morte de D. Ignez de Castro	Bocage	1765-1805	1824	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Pavorosa Illusão|Bocage	A Pavorosa Illusão	Bocage	1765-1805	1837	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Queixumes do Pastor Elmano Contra a Falsidade da Pastora Urselina|Bocage	Queixumes do Pastor Elmano Contra a Falsidade da Pastora Urselina	Bocage	1765-1805	1791	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A virtude laureada|Bocage	A virtude laureada	Bocage	1765-1805	1805	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
Sonetos e Outros Poemas|Bocage	Sonetos e Outros Poemas	Bocage	1765-1805	1994	Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Nas Cinzas|Borys, Gontran	Nas Cinzas	Borys, Gontran	1828-1872	1875	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Amor Crioulo|Botelho, Abel	Amor Crioulo	Botelho, Abel	1856-1917	1921	Novela	HTML, EPUB, MOBI e TXT		Project Gutenberg
Canções|Boto, António	Canções	Boto, António	1897-1959	1921	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A agua profunda|Bourget, Paul	A agua profunda	Bourget, Paul	1852-1935	1904	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Contos dAldeia|Braga, Alberto	Contos dAldeia	Braga, Alberto	1851-1911	1916	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Engeitado|Braga, Alberto	O Engeitado	Braga, Alberto	1851-1911	1888	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Bispo: Nova «Heresia», em verso|Braga, Guilherme	O Bispo: Nova «Heresia», em verso	Braga, Guilherme	1845-1874	1895	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
O cancioneiro portuguez da Vaticana|Braga, Teófilo	O cancioneiro portuguez da Vaticana	Braga, Teófilo	1843-1924	1877	Ensaio  Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Contos Phantasticos|Braga, Teófilo	Contos Phantasticos	Braga, Teófilo	1843-1924	1894	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
As theocracias litterarias|Braga, Teófilo	As theocracias litterarias	Braga, Teófilo	1843-1924	1865	Ensaio  Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Viriatho: Narrativa epo-historica|Braga, Teófilo	Viriatho: Narrativa epo-historica	Braga, Teófilo	1843-1924	1904	Romance Histórico	HTML, EPUB, MOBI e TXT		Project Gutenberg
Contos Fantásticos|Braga, Teófilo	Contos Fantásticos	Braga, Teófilo	1843-1924	2016	Contos	EPUB		Nativos Digitais Lêem +
Contos Tradicionais do Povo Português|Braga, Teófilo	Contos Tradicionais do Povo Português	Braga, Teófilo	1843-1924	2013	Contos	EPUB		Nativos Digitais Lêem +
Contos Tradicionais do Povo Português - Vol. I|Braga, Teófilo	Contos Tradicionais do Povo Português - Vol. I	Braga, Teófilo	1843-1924	1999	Contos	PDF	Publicações Dom Quixote, 1999	Biblioteca Digital do Alentejo
Contos Tradicionais do Povo Português - Vol. II|Braga, Teófilo	Contos Tradicionais do Povo Português - Vol. II	Braga, Teófilo	1843-1924	1999	Contos	PDF	Publicações Dom Quixote, 1999	Biblioteca Digital do Alentejo
Amor de Perdição|Branco, Camilo Castelo	Amor de Perdição	Branco, Camilo Castelo	1825-1890		Romance	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Humus|Brandão, Raul	Humus	Brandão, Raul	1867-1930	1921	Romance	HTML, EPUB, MOBI e TXT	2.ª Edição	Project Gutenberg
Memórias - Volume I|Brandão, Raul	Memórias - Volume I	Brandão, Raul	1867-1930	1919	Ensaio	HTML, EPUB, MOBI e TXT		Project Gutenberg
Os Pobres|Brandão, Raul	Os Pobres	Brandão, Raul	1867-1930	1906	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Primeira Edição de Três Peças de Raul Brandão|Brandão, Raul	A Primeira Edição de Três Peças de Raul Brandão	Brandão, Raul	1867-1930	1923	Drama	PDF		Bibliotrónica Portuguesa
O Avejão|Brandão, Raul	O Avejão	Brandão, Raul	1867-1930	1929	Drama	PDF		Bibliotrónica Portuguesa
Os Pobres|Brandão, Raul	Os Pobres	Brandão, Raul	1867-1930	2013	Romance	EPUB		Nativos Digitais Lêem +
Os Pobres|Brandão, Raul	Os Pobres	Brandão, Raul	1867-1930	2016	Romance	EPUB e MOBI		Projecto Adamastor
Pero da Covilhan: Episodio Romantico do Seculo XV|Brandão, Zeferino	Pero da Covilhan: Episodio Romantico do Seculo XV	Brandão, Zeferino	1842-1910	1897	Romance Histórico	HTML, EPUB, MOBI e TXT		Project Gutenberg
A India Portugueza|Brion, Hipácio de	A India Portugueza	Brion, Hipácio de	1858-1926	1908	Conferência	HTML, EPUB, MOBI e TXT		Project Gutenberg
História Trágico-Marítima|Brito, Bernardo Gomes de	História Trágico-Marítima	Brito, Bernardo Gomes de	1688-1759	2014	História  Descobrimentos	EPUB		Nativos Digitais Lêem +
Noticia de livreiros e impressores de Lisbôa na 2ª metade do seculo XVI|Brito, Gomes de	Noticia de livreiros e impressores de Lisbôa na 2ª metade do seculo XVI	Brito, Gomes de	1843-1923	1911	Ensaio  Cultura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Noções botanicas das especies de Nicociana mais usadas nas fabricas de tabaco, e da sua cultura|Brotero, Félix de Avelar	Noções botanicas das especies de Nicociana mais usadas nas fabricas de tabaco, e da sua cultura	Brotero, Félix de Avelar	1744-1828	1826	Ciência  Botânica	HTML, EPUB, MOBI e TXT		Project Gutenberg
Amôres d'um deputado|Buffenoir, Hippolyte	Amôres d'um deputado	Buffenoir, Hippolyte	1847-1928	1911	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Elogio Historico do Conde de Ficalho|Burnay, Eduardo	Elogio Historico do Conde de Ficalho	Burnay, Eduardo	1853-1924	1906	Conferência	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Cerco de Corintho|Byron, Lorde	O Cerco de Corintho	Byron, Lorde	1788-1824	1839	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Memoria hydrografica das ilhas de Cabo Verde|Cabral, Francisco António	Memoria hydrografica das ilhas de Cabo Verde	Cabral, Francisco António	17---18--	1804	Ciência  Geografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Um novo mundo|Cabral, Guilherme Read	Um novo mundo	Cabral, Guilherme Read	1821-1897	1895	Ficção Científica	HTML, EPUB, MOBI e TXT		Project Gutenberg
Conversão|Caiola, Lourenço	Conversão	Caiola, Lourenço	1863?1935	1923	Novela	PDF		Bibliotrónica Portuguesa
O Inferno|Callet, Auguste	O Inferno	Callet, Auguste	1812-1883	1871	Ensaio  Religião	HTML, EPUB, MOBI e TXT		Project Gutenberg
Os jesuitas e o ensino|Calógeras, J. Pandiá	Os jesuitas e o ensino	Calógeras, J. Pandiá	1870-1934	1911	Ensaio  Política	HTML, EPUB, MOBI e TXT		Project Gutenberg
Ao de Leve|Camacho, Brito	Ao de Leve	Camacho, Brito	1862-1934	1913	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Questões Nacionais|Camacho, Brito	Questões Nacionais	Camacho, Brito	1862-1934	1937	Crónicas	PDF		Biblioteca Digital do Alentejo
Gente Vária|Camacho, Brito	Gente Vária	Camacho, Brito	1862-1934	1929	Contos	PDF		Biblioteca Digital do Alentejo
Por Cerros e Vales|Camacho, Brito	Por Cerros e Vales	Camacho, Brito	1862-1934	1931	Literatura de Viagem	PDF		Biblioteca Digital do Alentejo
Quadros Alentejanos|Camacho, Brito	Quadros Alentejanos	Camacho, Brito	1862-1934	1925	Contos	PDF		Biblioteca Digital do Alentejo
A Reacção|Camacho, Brito	A Reacção	Camacho, Brito	1862-1934	1932	Crónicas	PDF		Biblioteca Digital do Alentejo
Jornadas|Camacho, Brito	Jornadas	Camacho, Brito	1862-1934	1927	Literatura de Viagem	PDF		Biblioteca Digital do Alentejo
Gente Rústica|Camacho, Brito	Gente Rústica	Camacho, Brito	1862-1934	1921	Contos	PDF		Biblioteca Digital do Alentejo
Rescaldo da Guerra|Camacho, Brito	Rescaldo da Guerra	Camacho, Brito	1862-1934	1936	Ensaio  Política	PDF		Biblioteca Digital do Alentejo
Ferroadas|Camacho, Brito	Ferroadas	Camacho, Brito	1862-1934	1932	Crónicas	PDF		Biblioteca Digital do Alentejo
Os Amores de Latino Coelho|Camacho, Brito	Os Amores de Latino Coelho	Camacho, Brito	1862-1934	1924	Ensaio  Literatura	PDF		Biblioteca Digital do Alentejo
Contos ligeiros|Camacho, Brito	Contos ligeiros	Camacho, Brito	1862-1934	1927	Contos	PDF		Biblioteca Digital do Alentejo
Scenas da Vida|Camacho, Brito	Scenas da Vida	Camacho, Brito	1862-1934	1929	Contos	PDF		Biblioteca Digital do Alentejo
Longe da Vista|Camacho, Brito	Longe da Vista	Camacho, Brito	1862-1934	1918	Literatura de Viagem	PDF		Biblioteca Digital do Alentejo
Contos e Sátiras|Camacho, Brito	Contos e Sátiras	Camacho, Brito	1862-1934	1929	Contos	PDF		Biblioteca Digital do Alentejo
Ao de Leve|Camacho, Brito	Ao de Leve	Camacho, Brito	1862-1934	1913	Crónicas	PDF		Biblioteca Digital do Alentejo
Contos|Câmara, João da	Contos	Câmara, João da	1852-1908	1900	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
Contos|Câmara, João da	Contos	Câmara, João da	1852-1908	2015	Contos	EPUB e MOBI		Projecto Adamastor
No Paiz dos Yankees|Caminha, Adolfo	No Paiz dos Yankees	Caminha, Adolfo	1867-1897	1894	Literatura de Viagem	HTML, EPUB, MOBI e TXT		Project Gutenberg
Bom Crioulo|Caminha, Adolfo	Bom Crioulo	Caminha, Adolfo	1867-1897		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
A Carta|Caminha, Pêro Vaz de	A Carta	Caminha, Pêro Vaz de	1437-1501	1963	História  Descobrimentos	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A Carta|Caminha, Pêro Vaz de	A Carta	Caminha, Pêro Vaz de	1437-1501		História  Descobrimentos	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Carta de Pêro Vaz de Caminha|Caminha, Pêro Vaz de	Carta de Pêro Vaz de Caminha	Caminha, Pêro Vaz de	1437-1501	2013	História  Descobrimentos	EPUB		Nativos Digitais Lêem +
Os Lusíadas|Camões, Luís de	Os Lusíadas	Camões, Luís de	1524-1580	1572	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Obras Completas de Luis de Camões, Tomo II|Camões, Luís de	Obras Completas de Luis de Camões, Tomo II	Camões, Luís de	1524-1580	1843	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Obras Completas de Luis de Camões, Tomo III|Camões, Luís de	Obras Completas de Luis de Camões, Tomo III	Camões, Luís de	1524-1580	1843	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Os Lusíadas|Camões, Luís de	Os Lusíadas	Camões, Luís de	1524-1580		Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Sonetos|Camões, Luís de	Sonetos	Camões, Luís de	1524-1580		Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Os Lusíadas|Camões, Luís de	Os Lusíadas	Camões, Luís de	1524-1580		Poesia	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Redondilhas|Camões, Luís de	Redondilhas	Camões, Luís de	1524-1580		Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Canções e Elegias|Camões, Luís de	Canções e Elegias	Camões, Luís de	1524-1580		Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Sonetos e Outros Poemas|Camões, Luís de	Sonetos e Outros Poemas	Camões, Luís de	1524-1580	2013	Poesia	EPUB		Nativos Digitais Lêem +
Os Lusíadas|Camões, Luís de	Os Lusíadas	Camões, Luís de	1524-1580	2013	Poesia	EPUB		Nativos Digitais Lêem +
Educação e Ensino|Campos, Agostinho de	Educação e Ensino	Campos, Agostinho de	1870-1944	1911	Ensaio  Pedagogia	PDF		Bibliotrónica Portuguesa
A Filha do Cabinda|Campos, Alfredo	A Filha do Cabinda	Campos, Alfredo	1847-1906	1873	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Infante Navegador: Poemeto|Campos, Alfredo	O Infante Navegador: Poemeto	Campos, Alfredo	1847-1906	1894	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Principios e questões de philosophia politica|Cândido, António	Principios e questões de philosophia politica	Cândido, António	1850-1922	1881	Ensaio  Política	HTML, EPUB, MOBI e TXT		Project Gutenberg
Descripção de algumas especies novas ou pouco conhecidas de crustaceos e arachnidios de Portugal e possessões portuguezas do ultramar|Capelo, Félix de Brito	Descripção de algumas especies novas ou pouco conhecidas de crustaceos e arachnidios de Portugal e possessões portuguezas do ultramar	Capelo, Félix de Brito	1828-1879	1866	Ciência  Zoologia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Sá de Miranda e a sua Obra|Carneiro, Décio	Sá de Miranda e a sua Obra	Carneiro, Décio	1868-1939	1895	Ensaio  Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Dispersão|Carneiro, Mário de Sá	Dispersão	Carneiro, Mário de Sá	1890-1916	1914	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Céu em Fogo|Carneiro, Mário de Sá	Céu em Fogo	Carneiro, Mário de Sá	1890-1916	1915	Contos	PDF		Bibliotrónica Portuguesa
A Confissão de Lúcio|Carneiro, Mário de Sá	A Confissão de Lúcio	Carneiro, Mário de Sá	1890-1916	1991	Novela	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A Confissão de Lúcio|Carneiro, Mário de Sá	A Confissão de Lúcio	Carneiro, Mário de Sá	1890-1916		Novela	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
A Estranha Morte do Professor Antena|Carneiro, Mário de Sá	A Estranha Morte do Professor Antena	Carneiro, Mário de Sá	1890-1916	2013	Literatura Fantástica	EPUB e PDF		Nativos Digitais Lêem +
A Confissão de Lúcio|Carneiro, Mário de Sá	A Confissão de Lúcio	Carneiro, Mário de Sá	1890-1916	2013	Novela	EPUB e MOBI		Projecto Adamastor
Loucura|Carneiro, Mário de Sá	Loucura	Carneiro, Mário de Sá	1890-1916	2013	Novela	EPUB e MOBI		Projecto Adamastor
Dispersão|Carneiro, Mário de Sá	Dispersão	Carneiro, Mário de Sá	1890-1916	2015	Poesia	EPUB e MOBI		Projecto Adamastor
Céu em Fogo|Carneiro, Mário de Sá	Céu em Fogo	Carneiro, Mário de Sá	1890-1916	2016	Contos	EPUB e MOBI		Projecto Adamastor
Anthero do Quental, e Ramalho Ortigão|Carvalhal, Álvaro do	Anthero do Quental, e Ramalho Ortigão	Carvalhal, Álvaro do	1844-1868	1866	Cartas	HTML, EPUB, MOBI e TXT		Project Gutenberg
Os Canibais|Carvalhal, Álvaro do	Os Canibais	Carvalhal, Álvaro do	1844-1868	2014	Novela	EPUB e MOBI		Projecto Adamastor
